plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,cell_counts,label
1A3_N08,N08,Plate1_drugs,1,vincristine,treated,0.03125,0.625,1A3,14,8,373,2
1A3_N09,N09,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,14,9,843,1
1A3_N10,N10,Plate1_drugs,1,vincristine,treated,0.015625,0.3125,1A3,14,10,428,1
1A3_N11,N11,Plate1_drugs,1,bendamustine,treated,1,20,1A3,14,11,116,7
1A3_N12,N12,Plate1_drugs,1,bendamustine,treated,0.5,10,1A3,14,12,108,6
1A3_N13,N13,Plate1_drugs,1,bendamustine,treated,0.25,5,1A3,14,13,103,5
1A3_N14,N14,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,14,14,830,1
1A3_N15,N15,Plate1_drugs,1,bendamustine,treated,0.125,2.5,1A3,14,15,123,4
1A3_N16,N16,Plate1_drugs,1,bendamustine,treated,0.0625,1.25,1A3,14,16,283,3
1A3_N17,N17,Plate1_drugs,1,bendamustine,treated,0.03125,0.625,1A3,14,17,711,2
1A3_N18,N18,Plate1_drugs,1,bendamustine,treated,0.015625,0.3125,1A3,14,18,742,1
1A3_N20,N20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,14,20,847,1
1A3_O05,O05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,15,5,868,1
1A3_O10,O10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,15,10,748,1
1A3_O15,O15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,15,15,690,1
1A3_O21,O21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,15,21,817,1
2A1_B02,B02,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,2,2,759,1
2A1_B03,B03,Plate2_drugs,2,lomustine,treated,1,20,2A1,2,3,486,7
2A1_B04,B04,Plate2_drugs,2,lomustine,treated,0.5,10,2A1,2,4,647,6
2A1_B05,B05,Plate2_drugs,2,lomustine,treated,0.25,5,2A1,2,5,775,5
2A1_B06,B06,Plate2_drugs,2,lomustine,treated,0.125,2.5,2A1,2,6,640,4
2A1_B07,B07,Plate2_drugs,2,lomustine,treated,0.0625,1.25,2A1,2,7,763,3
2A1_B08,B08,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,2,8,648,1
2A1_B09,B09,Plate2_drugs,2,lomustine,treated,0.03125,0.625,2A1,2,9,595,2
2A1_B10,B10,Plate2_drugs,2,lomustine,treated,0.015625,0.3125,2A1,2,10,661,1
2A1_B11,B11,Plate2_drugs,2,fluvastatin,treated,1,20,2A1,2,11,363,7
2A1_B12,B12,Plate2_drugs,2,fluvastatin,treated,0.5,10,2A1,2,12,466,6
2A1_B13,B13,Plate2_drugs,2,fluvastatin,treated,0.25,5,2A1,2,13,543,5
2A1_B14,B14,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,2,14,697,1
2A1_B15,B15,Plate2_drugs,2,fluvastatin,treated,0.125,2.5,2A1,2,15,555,4
2A1_B16,B16,Plate2_drugs,2,fluvastatin,treated,0.0625,1.25,2A1,2,16,691,3
2A1_B17,B17,Plate2_drugs,2,fluvastatin,treated,0.03125,0.625,2A1,2,17,731,2
2A1_B18,B18,Plate2_drugs,2,fluvastatin,treated,0.015625,0.3125,2A1,2,18,670,1
2A1_B19,B19,Plate2_drugs,2,monensin,treated,1,20,2A1,2,19,241,7
2A1_B20,B20,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,2,20,761,1
2A1_B21,B21,Plate2_drugs,2,monensin,treated,0.5,10,2A1,2,21,272,6
2A1_B22,B22,Plate2_drugs,2,monensin,treated,0.25,5,2A1,2,22,286,5
2A1_B23,B23,Plate2_drugs,2,monensin,treated,0.125,2.5,2A1,2,23,302,4
2A1_C02,C02,Plate2_drugs,2,monensin,treated,0.0625,1.25,2A1,3,2,366,3
2A1_C03,C03,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,3,3,673,1
2A1_C04,C04,Plate2_drugs,2,monensin,treated,0.03125,0.625,2A1,3,4,403,2
2A1_C05,C05,Plate2_drugs,2,monensin,treated,0.015625,0.3125,2A1,3,5,509,1
2A1_C06,C06,Plate2_drugs,2,dactinomycin,treated,1,20,2A1,3,6,203,7
2A1_C07,C07,Plate2_drugs,2,dactinomycin,treated,0.5,10,2A1,3,7,229,6
2A1_C08,C08,Plate2_drugs,2,dactinomycin,treated,0.25,5,2A1,3,8,536,5
2A1_C09,C09,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,3,9,627,1
2A1_C10,C10,Plate2_drugs,2,dactinomycin,treated,0.125,2.5,2A1,3,10,581,4
2A1_C11,C11,Plate2_drugs,2,dactinomycin,treated,0.0625,1.25,2A1,3,11,601,3
2A1_C12,C12,Plate2_drugs,2,dactinomycin,treated,0.03125,0.625,2A1,3,12,642,2
2A1_C13,C13,Plate2_drugs,2,dactinomycin,treated,0.015625,0.3125,2A1,3,13,717,1
2A1_C14,C14,Plate2_drugs,2,amsacrine,treated,1,20,2A1,3,14,240,7
2A1_C15,C15,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,3,15,640,1
2A1_C16,C16,Plate2_drugs,2,amsacrine,treated,0.5,10,2A1,3,16,237,6
2A1_C17,C17,Plate2_drugs,2,amsacrine,treated,0.25,5,2A1,3,17,196,5
2A1_C18,C18,Plate2_drugs,2,amsacrine,treated,0.125,2.5,2A1,3,18,252,4
2A1_C19,C19,Plate2_drugs,2,amsacrine,treated,0.0625,1.25,2A1,3,19,218,3
2A1_C20,C20,Plate2_drugs,2,amsacrine,treated,0.03125,0.625,2A1,3,20,487,2
2A1_C21,C21,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,3,21,845,1
2A1_C22,C22,Plate2_drugs,2,amsacrine,treated,0.015625,0.3125,2A1,3,22,814,1
2A1_C23,C23,Plate2_drugs,2,9-aminoacridine,treated,1,20,2A1,3,23,190,7
2A1_D02,D02,Plate2_drugs,2,9-aminoacridine,treated,0.5,10,2A1,4,2,165,6
2A1_D03,D03,Plate2_drugs,2,9-aminoacridine,treated,0.25,5,2A1,4,3,286,5
2A1_D04,D04,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,4,4,770,1
2A1_D05,D05,Plate2_drugs,2,9-aminoacridine,treated,0.125,2.5,2A1,4,5,562,4
2A1_D06,D06,Plate2_drugs,2,9-aminoacridine,treated,0.0625,1.25,2A1,4,6,920,3
2A1_D07,D07,Plate2_drugs,2,9-aminoacridine,treated,0.03125,0.625,2A1,4,7,922,2
2A1_D08,D08,Plate2_drugs,2,9-aminoacridine,treated,0.015625,0.3125,2A1,4,8,795,1
2A1_D09,D09,Plate2_drugs,2,emetine,treated,1,20,2A1,4,9,614,7
2A1_D10,D10,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,4,10,891,1
2A1_D11,D11,Plate2_drugs,2,emetine,treated,0.5,10,2A1,4,11,830,6
2A1_D12,D12,Plate2_drugs,2,emetine,treated,0.25,5,2A1,4,12,799,5
2A1_D13,D13,Plate2_drugs,2,emetine,treated,0.125,2.5,2A1,4,13,749,4
2A1_D14,D14,Plate2_drugs,2,emetine,treated,0.0625,1.25,2A1,4,14,830,3
2A1_D15,D15,Plate2_drugs,2,emetine,treated,0.03125,0.625,2A1,4,15,808,2
2A1_D16,D16,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,4,16,789,1
2A1_D17,D17,Plate2_drugs,2,emetine,treated,0.015625,0.3125,2A1,4,17,913,1
2A1_D18,D18,Plate2_drugs,2,digitoxin,treated,1,5,2A1,4,18,860,7
2A1_D19,D19,Plate2_drugs,2,digitoxin,treated,0.5,2.5,2A1,4,19,813,6
2A1_D20,D20,Plate2_drugs,2,digitoxin,treated,0.25,1.25,2A1,4,20,824,5
2A1_D21,D21,Plate2_drugs,2,digitoxin,treated,0.125,0.625,2A1,4,21,888,4
2A1_D22,D22,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,4,22,865,1
2A1_D23,D23,Plate2_drugs,2,digitoxin,treated,0.0625,0.3125,2A1,4,23,771,3
2A1_E02,E02,Plate2_drugs,2,digitoxin,treated,0.03125,0.15625,2A1,5,2,822,2
2A1_E03,E03,Plate2_drugs,2,digitoxin,treated,0.015625,0.078125,2A1,5,3,775,1
2A1_E04,E04,Plate2_drugs,2,desipramine,treated,1,20,2A1,5,4,92,7
2A1_E05,E05,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,5,5,820,1
2A1_E06,E06,Plate2_drugs,2,desipramine,treated,0.5,10,2A1,5,6,157,6
2A1_E07,E07,Plate2_drugs,2,desipramine,treated,0.25,5,2A1,5,7,280,5
2A1_E08,E08,Plate2_drugs,2,desipramine,treated,0.125,2.5,2A1,5,8,354,4
2A1_E09,E09,Plate2_drugs,2,desipramine,treated,0.0625,1.25,2A1,5,9,384,3
2A1_E10,E10,Plate2_drugs,2,desipramine,treated,0.03125,0.625,2A1,5,10,416,2
2A1_E11,E11,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,5,11,670,1
2A1_E12,E12,Plate2_drugs,2,desipramine,treated,0.015625,0.3125,2A1,5,12,557,1
2A1_E13,E13,Plate2_drugs,2,cisplatin,treated,1,10,2A1,5,13,739,7
2A1_E14,E14,Plate2_drugs,2,cisplatin,treated,0.5,5,2A1,5,14,747,6
2A1_E15,E15,Plate2_drugs,2,cisplatin,treated,0.25,2.5,2A1,5,15,779,5
2A1_E16,E16,Plate2_drugs,2,cisplatin,treated,0.125,1.25,2A1,5,16,748,4
2A1_E17,E17,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,5,17,804,1
2A1_E18,E18,Plate2_drugs,2,cisplatin,treated,0.0625,0.625,2A1,5,18,826,3
2A1_E19,E19,Plate2_drugs,2,cisplatin,treated,0.03125,0.3125,2A1,5,19,813,2
2A1_E20,E20,Plate2_drugs,2,cisplatin,treated,0.015625,0.15625,2A1,5,20,773,1
2A1_E21,E21,Plate2_drugs,2,mitoxantrone,treated,1,5,2A1,5,21,363,7
2A1_E22,E22,Plate2_drugs,2,mitoxantrone,treated,0.5,2.5,2A1,5,22,363,6
2A1_E23,E23,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,5,23,877,1
2A1_F02,F02,Plate2_drugs,2,mitoxantrone,treated,0.25,1.25,2A1,6,2,325,5
2A1_F03,F03,Plate2_drugs,2,mitoxantrone,treated,0.125,0.625,2A1,6,3,372,4
2A1_F04,F04,Plate2_drugs,2,mitoxantrone,treated,0.0625,0.3125,2A1,6,4,559,3
2A1_F05,F05,Plate2_drugs,2,mitoxantrone,treated,0.03125,0.15625,2A1,6,5,669,2
2A1_F06,F06,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,6,6,816,1
2A1_F07,F07,Plate2_drugs,2,mitoxantrone,treated,0.015625,0.078125,2A1,6,7,711,1
2A1_F08,F08,Plate2_drugs,2,sirtinol,treated,1,20,2A1,6,8,148,7
2A1_F09,F09,Plate2_drugs,2,sirtinol,treated,0.5,10,2A1,6,9,164,6
2A1_F10,F10,Plate2_drugs,2,sirtinol,treated,0.25,5,2A1,6,10,135,5
2A1_F11,F11,Plate2_drugs,2,sirtinol,treated,0.125,2.5,2A1,6,11,196,4
2A1_F12,F12,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,6,12,880,1
2A1_F13,F13,Plate2_drugs,2,sirtinol,treated,0.0625,1.25,2A1,6,13,422,3
2A1_F14,F14,Plate2_drugs,2,sirtinol,treated,0.03125,0.625,2A1,6,14,628,2
2A1_F15,F15,Plate2_drugs,2,sirtinol,treated,0.015625,0.3125,2A1,6,15,597,1
2A1_F16,F16,Plate2_drugs,2,belinostat,treated,1,20,2A1,6,16,227,7
2A1_F17,F17,Plate2_drugs,2,belinostat,treated,0.5,10,2A1,6,17,446,6
2A1_F18,F18,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,6,18,838,1
2A1_F19,F19,Plate2_drugs,2,belinostat,treated,0.25,5,2A1,6,19,795,5
2A1_F20,F20,Plate2_drugs,2,belinostat,treated,0.125,2.5,2A1,6,20,809,4
2A1_F21,F21,Plate2_drugs,2,belinostat,treated,0.0625,1.25,2A1,6,21,899,3
2A1_F22,F22,Plate2_drugs,2,belinostat,treated,0.03125,0.625,2A1,6,22,802,2
2A1_F23,F23,Plate2_drugs,2,belinostat,treated,0.015625,0.3125,2A1,6,23,821,1
2A1_G02,G02,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,7,2,693,1
2A1_G03,G03,Plate2_drugs,2,picropodophyllin,treated,1,10,2A1,7,3,544,7
2A1_G04,G04,Plate2_drugs,2,picropodophyllin,treated,0.5,5,2A1,7,4,740,6
2A1_G05,G05,Plate2_drugs,2,picropodophyllin,treated,0.25,2.5,2A1,7,5,682,5
2A1_G06,G06,Plate2_drugs,2,picropodophyllin,treated,0.125,1.25,2A1,7,6,763,4
2A1_G07,G07,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,7,7,695,1
2A1_G08,G08,Plate2_drugs,2,picropodophyllin,treated,0.0625,0.625,2A1,7,8,709,3
2A1_G09,G09,Plate2_drugs,2,picropodophyllin,treated,0.03125,0.3125,2A1,7,9,695,2
2A1_G10,G10,Plate2_drugs,2,picropodophyllin,treated,0.015625,0.15625,2A1,7,10,777,1
2A1_G11,G11,Plate2_drugs,2,DTT,treated,1,20,2A1,7,11,249,7
2A1_G12,G12,Plate2_drugs,2,DTT,treated,0.5,10,2A1,7,12,353,6
2A1_G13,G13,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,7,13,730,1
2A1_G14,G14,Plate2_drugs,2,DTT,treated,0.25,5,2A1,7,14,591,5
2A1_G15,G15,Plate2_drugs,2,DTT,treated,0.125,2.5,2A1,7,15,589,4
2A1_G16,G16,Plate2_drugs,2,DTT,treated,0.0625,1.25,2A1,7,16,558,3
2A1_G17,G17,Plate2_drugs,2,DTT,treated,0.03125,0.625,2A1,7,17,647,2
2A1_G18,G18,Plate2_drugs,2,DTT,treated,0.015625,0.3125,2A1,7,18,661,1
2A1_G19,G19,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,7,19,809,1
2A1_G20,G20,Plate2_drugs,2,antimycin-a,treated,1,10,2A1,7,20,267,7
2A1_G21,G21,Plate2_drugs,2,antimycin-a,treated,0.5,5,2A1,7,21,325,6
2A1_G22,G22,Plate2_drugs,2,antimycin-a,treated,0.25,2.5,2A1,7,22,360,5
2A1_G23,G23,Plate2_drugs,2,antimycin-a,treated,0.125,1.25,2A1,7,23,469,4
2A1_H02,H02,Plate2_drugs,2,antimycin-a,treated,0.0625,0.625,2A1,8,2,620,3
2A1_H03,H03,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,8,3,747,1
2A1_H04,H04,Plate2_drugs,2,antimycin-a,treated,0.03125,0.3125,2A1,8,4,753,2
2A1_H05,H05,Plate2_drugs,2,antimycin-a,treated,0.015625,0.15625,2A1,8,5,857,1
2A1_H06,H06,Plate2_drugs,2,oligomycin-a,treated,1,10,2A1,8,6,657,7
2A1_H07,H07,Plate2_drugs,2,oligomycin-a,treated,0.5,5,2A1,8,7,806,6
2A1_H08,H08,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,8,8,922,1
2A1_H09,H09,Plate2_drugs,2,oligomycin-a,treated,0.25,2.5,2A1,8,9,888,5
2A1_H10,H10,Plate2_drugs,2,oligomycin-a,treated,0.125,1.25,2A1,8,10,821,4
2A1_H11,H11,Plate2_drugs,2,oligomycin-a,treated,0.0625,0.625,2A1,8,11,740,3
2A1_H12,H12,Plate2_drugs,2,oligomycin-a,treated,0.03125,0.3125,2A1,8,12,816,2
2A1_H13,H13,Plate2_drugs,2,oligomycin-a,treated,0.015625,0.15625,2A1,8,13,461,1
2A1_H14,H14,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,8,14,868,1
2A1_H15,H15,Plate2_drugs,2,tunicamycin,treated,1,5,2A1,8,15,432,7
2A1_H16,H16,Plate2_drugs,2,tunicamycin,treated,0.5,2.5,2A1,8,16,479,6
2A1_H17,H17,Plate2_drugs,2,tunicamycin,treated,0.25,1.25,2A1,8,17,426,5
2A1_H18,H18,Plate2_drugs,2,tunicamycin,treated,0.125,0.625,2A1,8,18,472,4
2A1_H19,H19,Plate2_drugs,2,tunicamycin,treated,0.0625,0.3125,2A1,8,19,597,3
2A1_H20,H20,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,8,20,867,1
2A1_H21,H21,Plate2_drugs,2,tunicamycin,treated,0.03125,0.15625,2A1,8,21,560,2
2A1_H22,H22,Plate2_drugs,2,tunicamycin,treated,0.015625,0.078125,2A1,8,22,688,1
2A1_H23,H23,Plate2_drugs,2,tetrandrine,treated,1,20,2A1,8,23,513,7
2A1_I02,I02,Plate2_drugs,2,tetrandrine,treated,0.5,10,2A1,9,2,601,6
2A1_I03,I03,Plate2_drugs,2,tetrandrine,treated,0.25,5,2A1,9,3,671,5
2A1_I04,I04,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,9,4,890,1
2A1_I05,I05,Plate2_drugs,2,tetrandrine,treated,0.125,2.5,2A1,9,5,783,4
2A1_I06,I06,Plate2_drugs,2,tetrandrine,treated,0.0625,1.25,2A1,9,6,705,3
2A1_I07,I07,Plate2_drugs,2,tetrandrine,treated,0.03125,0.625,2A1,9,7,796,2
2A1_I08,I08,Plate2_drugs,2,tetrandrine,treated,0.015625,0.3125,2A1,9,8,732,1
2A1_I09,I09,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,9,9,799,1
2A1_I10,I10,Plate2_drugs,2,pifithrin-mu,treated,1,10,2A1,9,10,859,7
2A1_I11,I11,Plate2_drugs,2,pifithrin-mu,treated,0.5,5,2A1,9,11,815,6
2A1_I12,I12,Plate2_drugs,2,pifithrin-mu,treated,0.25,2.5,2A1,9,12,730,5
2A1_I13,I13,Plate2_drugs,2,pifithrin-mu,treated,0.125,1.25,2A1,9,13,835,4
2A1_I14,I14,Plate2_drugs,2,pifithrin-mu,treated,0.0625,0.625,2A1,9,14,890,3
2A1_I15,I15,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,9,15,723,1
2A1_I16,I16,Plate2_drugs,2,pifithrin-mu,treated,0.03125,0.3125,2A1,9,16,726,2
2A1_I17,I17,Plate2_drugs,2,pifithrin-mu,treated,0.015625,0.15625,2A1,9,17,835,1
2A1_I18,I18,Plate2_drugs,2,NSC-697923,treated,1,10,2A1,9,18,674,7
2A1_I19,I19,Plate2_drugs,2,NSC-697923,treated,0.5,5,2A1,9,19,743,6
2A1_I20,I20,Plate2_drugs,2,NSC-697923,treated,0.25,2.5,2A1,9,20,772,5
2A1_I21,I21,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,9,21,692,1
2A1_I22,I22,Plate2_drugs,2,NSC-697923,treated,0.125,1.25,2A1,9,22,824,4
2A1_I23,I23,Plate2_drugs,2,NSC-697923,treated,0.0625,0.625,2A1,9,23,783,3
2A1_J02,J02,Plate2_drugs,2,NSC-697923,treated,0.03125,0.3125,2A1,10,2,806,2
2A1_J03,J03,Plate2_drugs,2,NSC-697923,treated,0.015625,0.15625,2A1,10,3,870,1
2A1_J04,J04,Plate2_drugs,2,selinexor,treated,1,20,2A1,10,4,385,7
2A1_J05,J05,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,10,5,769,1
2A1_J06,J06,Plate2_drugs,2,selinexor,treated,0.5,10,2A1,10,6,615,6
2A1_J07,J07,Plate2_drugs,2,selinexor,treated,0.25,5,2A1,10,7,667,5
2A1_J08,J08,Plate2_drugs,2,selinexor,treated,0.125,2.5,2A1,10,8,771,4
2A1_J09,J09,Plate2_drugs,2,selinexor,treated,0.0625,1.25,2A1,10,9,773,3
2A1_J10,J10,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,10,10,811,1
2A1_J11,J11,Plate2_drugs,2,selinexor,treated,0.03125,0.625,2A1,10,11,807,2
2A1_J12,J12,Plate2_drugs,2,selinexor,treated,0.015625,0.3125,2A1,10,12,859,1
2A1_J13,J13,Plate2_drugs,2,puromycin,treated,1,5,2A1,10,13,704,7
2A1_J14,J14,Plate2_drugs,2,puromycin,treated,0.5,2.5,2A1,10,14,834,6
2A1_J15,J15,Plate2_drugs,2,puromycin,treated,0.25,1.25,2A1,10,15,821,5
2A1_J16,J16,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,10,16,840,1
2A1_J17,J17,Plate2_drugs,2,puromycin,treated,0.125,0.625,2A1,10,17,771,4
2A1_J18,J18,Plate2_drugs,2,puromycin,treated,0.0625,0.3125,2A1,10,18,766,3
2A1_J19,J19,Plate2_drugs,2,puromycin,treated,0.03125,0.15625,2A1,10,19,754,2
2A1_J20,J20,Plate2_drugs,2,puromycin,treated,0.015625,0.078125,2A1,10,20,842,1
2A1_J21,J21,Plate2_drugs,2,perifosine,treated,1,20,2A1,10,21,261,7
2A1_J22,J22,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,10,22,793,1
2A1_J23,J23,Plate2_drugs,2,perifosine,treated,0.5,10,2A1,10,23,443,6
2A1_K02,K02,Plate2_drugs,2,perifosine,treated,0.25,5,2A1,11,2,657,5
2A1_K03,K03,Plate2_drugs,2,perifosine,treated,0.125,2.5,2A1,11,3,721,4
2A1_K04,K04,Plate2_drugs,2,perifosine,treated,0.0625,1.25,2A1,11,4,763,3
2A1_K05,K05,Plate2_drugs,2,perifosine,treated,0.03125,0.625,2A1,11,5,891,2
2A1_K06,K06,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,11,6,816,1
2A1_K07,K07,Plate2_drugs,2,perifosine,treated,0.015625,0.3125,2A1,11,7,750,1
2A1_K08,K08,Plate2_drugs,2,tanespimycin,treated,1,5,2A1,11,8,68,7
2A1_K09,K09,Plate2_drugs,2,tanespimycin,treated,0.5,2.5,2A1,11,9,244,6
2A1_K10,K10,Plate2_drugs,2,tanespimycin,treated,0.25,1.25,2A1,11,10,541,5
2A1_K11,K11,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,11,11,658,1
2A1_K12,K12,Plate2_drugs,2,tanespimycin,treated,0.125,0.625,2A1,11,12,699,4
2A1_K13,K13,Plate2_drugs,2,tanespimycin,treated,0.0625,0.3125,2A1,11,13,706,3
2A1_K14,K14,Plate2_drugs,2,tanespimycin,treated,0.03125,0.15625,2A1,11,14,736,2
2A1_K15,K15,Plate2_drugs,2,tanespimycin,treated,0.015625,0.078125,2A1,11,15,816,1
2A1_K16,K16,Plate2_drugs,2,MLN0128,treated,1,5,2A1,11,16,191,7
2A1_K17,K17,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,11,17,729,1
2A1_K18,K18,Plate2_drugs,2,MLN0128,treated,0.5,2.5,2A1,11,18,262,6
2A1_K19,K19,Plate2_drugs,2,MLN0128,treated,0.25,1.25,2A1,11,19,349,5
2A1_K20,K20,Plate2_drugs,2,MLN0128,treated,0.125,0.625,2A1,11,20,363,4
2A1_K21,K21,Plate2_drugs,2,MLN0128,treated,0.0625,0.3125,2A1,11,21,415,3
2A1_K22,K22,Plate2_drugs,2,MLN0128,treated,0.03125,0.15625,2A1,11,22,451,2
2A1_K23,K23,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,11,23,746,1
2A1_L02,L02,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,12,2,806,1
2A1_L03,L03,Plate2_drugs,2,MLN0128,treated,0.015625,0.078125,2A1,12,3,453,1
2A1_L04,L04,Plate2_drugs,2,anisomycin,treated,1,20,2A1,12,4,35,7
2A1_L05,L05,Plate2_drugs,2,anisomycin,treated,0.5,10,2A1,12,5,19,6
2A1_L06,L06,Plate2_drugs,2,anisomycin,treated,0.25,5,2A1,12,6,17,5
2A1_L07,L07,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,12,7,746,1
2A1_L08,L08,Plate2_drugs,2,anisomycin,treated,0.125,2.5,2A1,12,8,27,4
2A1_L09,L09,Plate2_drugs,2,anisomycin,treated,0.0625,1.25,2A1,12,9,89,3
2A1_L10,L10,Plate2_drugs,2,anisomycin,treated,0.03125,0.625,2A1,12,10,337,2
2A1_L11,L11,Plate2_drugs,2,anisomycin,treated,0.015625,0.3125,2A1,12,11,553,1
2A1_L12,L12,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,12,12,793,1
2A1_L13,L13,Plate2_drugs,2,vorinostat,treated,1,20,2A1,12,13,65,7
2A1_L14,L14,Plate2_drugs,2,vorinostat,treated,0.5,10,2A1,12,14,612,6
2A1_L15,L15,Plate2_drugs,2,vorinostat,treated,0.25,5,2A1,12,15,838,5
2A1_L16,L16,Plate2_drugs,2,vorinostat,treated,0.125,2.5,2A1,12,16,844,4
2A1_L17,L17,Plate2_drugs,2,vorinostat,treated,0.0625,1.25,2A1,12,17,737,3
2A1_L18,L18,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,12,18,805,1
2A1_L19,L19,Plate2_drugs,2,vorinostat,treated,0.03125,0.625,2A1,12,19,998,2
2A1_L20,L20,Plate2_drugs,2,vorinostat,treated,0.015625,0.3125,2A1,12,20,973,1
2A1_L21,L21,Plate2_drugs,2,deforolimus,treated,1,5,2A1,12,21,329,7
2A1_L22,L22,Plate2_drugs,2,deforolimus,treated,0.5,2.5,2A1,12,22,419,6
2A1_L23,L23,Plate2_drugs,2,deforolimus,treated,0.25,1.25,2A1,12,23,413,5
2A1_M02,M02,Plate2_drugs,2,deforolimus,treated,0.125,0.625,2A1,13,2,419,4
2A1_M03,M03,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,13,3,841,1
2A1_M04,M04,Plate2_drugs,2,deforolimus,treated,0.0625,0.3125,2A1,13,4,506,3
2A1_M05,M05,Plate2_drugs,2,deforolimus,treated,0.03125,0.15625,2A1,13,5,555,2
2A1_M06,M06,Plate2_drugs,2,deforolimus,treated,0.015625,0.078125,2A1,13,6,719,1
2A1_M07,M07,Plate2_drugs,2,methotrexate,treated,1,5,2A1,13,7,408,7
2A1_M08,M08,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,13,8,724,1
2A1_M09,M09,Plate2_drugs,2,methotrexate,treated,0.5,2.5,2A1,13,9,533,6
2A1_M10,M10,Plate2_drugs,2,methotrexate,treated,0.25,1.25,2A1,13,10,579,5
2A1_M11,M11,Plate2_drugs,2,methotrexate,treated,0.125,0.625,2A1,13,11,526,4
2A1_M12,M12,Plate2_drugs,2,methotrexate,treated,0.0625,0.3125,2A1,13,12,577,3
2A1_M13,M13,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,13,13,766,1
2A1_M14,M14,Plate2_drugs,2,methotrexate,treated,0.03125,0.15625,2A1,13,14,504,2
2A1_M15,M15,Plate2_drugs,2,methotrexate,treated,0.015625,0.078125,2A1,13,15,564,1
2A1_M17,M17,Plate2_drugs,2,latrunculin-a,treated,1,0.05,2A1,13,17,89,7
2A1_M18,M18,Plate2_drugs,2,latrunculin-a,treated,0.5,0.025,2A1,13,18,125,6
2A1_M19,M19,Plate2_drugs,2,DMSO,control,NULL,NULL,2A1,13,19,708,1
2A1_M20,M20,Plate2_drugs,2,latrunculin-a,treated,0.25,0.0125,2A1,13,20,160,5
2A1_M21,M21,Plate2_drugs,2,latrunculin-a,treated,0.125,0.00625,2A1,13,21,202,4
2A1_M22,M22,Plate2_drugs,2,latrunculin-a,treated,0.0625,0.003125,2A1,13,22,240,3
2A1_M23,M23,Plate2_drugs,2,latrunculin-a,treated,0.03125,0.0015625,2A1,13,23,309,2
2A1_N02,N02,Plate2_drugs,2,latrunculin-a,treated,0.015625,0.000781,2A1,14,2,312,1
