,plate_well,WellId,Metadata_well_1,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,CircTotalInten_MITO,CircAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,CircSpotTotalInten_MITO,CircSpotAvgInten_MITO,CircSpotTotalArea_MITO,CircSpotAvgArea_MITO,CircSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,RingTotalInten_NUC_Tex,RingAvgInten_NUC_Tex,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,RingSpotTotalInten_NUC_Tex,RingSpotAvgInten_NUC_Tex,RingSpotTotalArea_NUC_Tex,RingSpotAvgArea_NUC_Tex,RingSpotCount_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
1384,2A2_H21,H21,H21,2,tunicamycin,treated,0.03125,0.15625,2A2,8,21,474,1366.5,1.2238265,1.508867,11580693,9234.0555,2333.936,41.711875,8077889.5,1165.0585,3741465.5,2456.409,0,0,0,0,0,172096,3851.4955,43,6,6,3741465.5,2456.409,19833406.5,2762.749,6351033,4312.378,1490176,4102.6875,367.5,5.841346,57,1662403,4817.088,359.5,6.6555555,37,6351033,4312.378,28290216,3971.3255,9322024.5,6075.361,3789896.5,6345.168,585,6.230952,92.5,1317109.5,7025.479,185.5,3.9178395,38,9322024.5,6075.361,8057637.5,1121.0775,11536604,9170.095,5769.5,2478.55,2,1,1,5554603,9769.154,573,39.851645,17,11536604,9170.095
1385,2A2_H22,H22,H22,2,tunicamycin,treated,0.015625,0.078125,2A2,8,22,848,1377,1.215024,1.474578,12042498.5,9319.044,2271.884,41.871835,9423080.5,1516.978,4077285,2893.9725,0,0,0,0,0,324620.5,4775.96,68,8.5,7,4077285,2893.9725,19428408,3036.8505,6465458.5,4564.0905,1465064.5,4794.4665,295,8.9519605,32,1472664,5216.2365,283,7.6168985,30.5,6465458.5,4564.0905,26641495.5,4098.1205,8103048,5711.7415,3463628,6624.449,498,7.5903535,67,680270.5,6836.935,99,3.753788,23,8103048,5711.7415,7652257,1181.5805,12002528,9295.3245,9529,2884.692,2,1,1,5374110,9802.722,551,39.78571,15,12002528,9295.3245
1386,2A2_H23,H23,H23,2,tetrandrine,treated,1,20,2A2,8,23,501,1730,1.210682,1.503287,16144764,8614.566,2118.852,46.93298,9607738,1202.94,4416835,2489.915,31804,2227.376,13,1.886364,4,427309,3719.911,118,8.75,11,4416835,2489.915,22388098,2795.529,7377658,4228.413,2218640,4354.926,501,8.0375,64,1579822,4744.904,326,5.571429,52,7377658,4228.413,35253668,4408.622,11080931,6361.723,4889524,7482.544,643,6.507042,105,1174681,7371.619,163,3.408163,42,11080931,6361.723,9071240,1119.892,15986851,8579.062,16562,2743.702,5,1.307692,2,6414649,8891.251,719,32.15789,24,15986851,8579.062
1387,2A2_I02,I02,I02,2,tetrandrine,treated,0.5,10,2A2,9,2,658,1622.5,1.209762,1.4639945,13742892.5,9007.262,2139.5755,45.451415,9446828.5,1317.611,4279756,2624.4075,2517,2033.4,1,1,1,401535.5,4105.1605,98,9.1180555,10,4279756,2624.4075,20163473.5,2819.691,6901190,4175.743,1298003.5,4577.985,284,8.15,37,1004808,4865.8685,208.5,5.626502,31,6901190,4175.743,22957412.5,3215.4925,7154615.5,4330.268,2816250,5355.759,520.5,6.376589,81,549700,5318.5535,103,3.389277,27,7154615.5,4330.268,8284942,1147.6625,13715911.5,8963.119,6898,2971.5,2,1,1,5980189.5,9254.828,646.5,38.96154,18,13715911.5,8963.119
1388,2A2_I03,I03,I03,2,tetrandrine,treated,0.25,5,2A2,9,3,717,1525,1.220378,1.502407,13254644,9270.336,2250.652,44.06462,9615307,1449.167,4561351,2863.713,0,0,0,0,0,408204,4437,92,9.6,9,4561351,2863.713,20254933,2938.904,7077736,4468.165,1303924,4768.519,267,7.486486,33,1313262,5076.386,254,6.45283,32,7077736,4468.165,26527500,3837.304,8460361,5463.149,3324831,6304.18,526,6.224138,85,800852,6408.031,126,3.527778,32,8460361,5463.149,8284358,1222.872,13155127,9200.65,10405,3156.25,3,1,2,5958790,9632.675,646,40.14286,17,13155127,9200.65
1389,2A2_I04,I04,I04,2,DMSO,control,NULL,NULL,2A2,9,4,853,1337,1.224166,1.527473,12630671,9969.456,2478.042,41.2592,7862000,1260.465,3690117,2691.98,0,0,0,0,0,283614,4107.235,70,8.533333,7,3690117,2691.98,17435652,2722.321,5907025,4343.164,1430545,4545.43,298,9.4,32,1541049,4950.734,309,7.761905,31,5907025,4343.164,20290693,3165.436,6444218,4657.669,2312383,5477.469,408,6.125,64,574533,5598.842,107,3.228571,28,6444218,4657.669,7367798,1134.82,12559024,9928.874,5069,2431.625,1,1,1,5864930,10315.6,575,49.88889,13,12559024,9928.874
1390,2A2_I05,I05,I05,2,tetrandrine,treated,0.125,2.5,2A2,9,5,836,1436.5,1.214612,1.4791735,12501633,9315.025,2267.9195,42.766895,8780480.5,1297.9305,3922410.5,2678.741,0,0,0,0,0,262537.5,4064.0375,65,7.3875,7,3922410.5,2678.741,19028819.5,2804.3745,6483320,4407.6115,1322167.5,4655.113,272.5,9,29,1219140,5114.668,241,7.5848215,26.5,6483320,4407.6115,20266298,2946.295,6310105.5,4241.121,2207176.5,5115.6455,425.5,6.3963045,69,477329,5201.727,92,3.3542485,23,6310105.5,4241.121,7557471.5,1106.1505,12482130,9310.887,4793,2172.597,1,1,1,5438444,9764.777,568.5,40.72083,15.5,12482130,9310.887
1391,2A2_I06,I06,I06,2,tetrandrine,treated,0.0625,1.25,2A2,9,6,931,1403,1.221173,1.502655,12170143,9389.796,2275.888,42.26529,8443270,1318.076,3865981,2648.586,0,0,0,0,0,286934,4104.725,72,7.909091,8,3865981,2648.586,17946552,2768.025,6219633,4230.846,907175,4530.174,198,7.409091,25,1176785,4866.453,237,6.291667,31,6219633,4230.846,17961987,2755.932,5728506,3848.299,1485141,4624.249,300,4.636364,66,318970,4664.211,69,2.615385,23,5728506,3848.299,7500302,1156.324,12122991,9339.312,4858,2533.208,1,1,1,5556535,9772.037,580,40.35714,16,12122991,9339.312
1392,2A2_I07,I07,I07,2,tetrandrine,treated,0.03125,0.625,2A2,9,7,770,1428,1.213572,1.492718,12801178,9323.016,2329.6285,42.64019,8346967.5,1230.388,3734748.5,2617.652,0,0,0,0,0,240805,4024.484,61.5,7,7,3734748.5,2617.652,18371605,2652.9395,6076991,4245.972,1226905.5,4400.4715,266,7.770679,33,1466819,4829.8715,311.5,7.0683815,34,6076991,4245.972,19978726.5,2882.0775,6111767.5,4276.201,1961286.5,4941.8425,378.5,5.2807925,73,476909.5,5088.7545,96.5,3,27,6111767.5,4276.201,7750690,1116.349,12732763,9294.498,4861.5,2490.575,1,1,1,5670641,9814.0245,591.5,41.03846,16,12732763,9294.498
1393,2A2_I08,I08,I08,2,tetrandrine,treated,0.015625,0.3125,2A2,9,8,800,1372,1.213935,1.4896925,12545237,9681.2595,2372.1755,41.79575,8278711,1266.8945,3639836.5,2658.0855,0,0,0,0,0,276511.5,4170.909,65,8.217647,7,3639836.5,2658.0855,17982430.5,2729.5765,5980884,4319.3015,1415953,4431.343,311,8.8567435,34,1518890.5,4911.5685,317,8.75947,29,5980884,4319.3015,20567583.5,3163.599,6347437.5,4549.4305,2610356,5316.7455,475.5,6.842105,70.5,584278.5,5463.1985,104,3.7257055,26,6347437.5,4549.4305,7236846,1085.278,12509015.5,9657.739,4926.5,2158.763,1,1,1,5834492,10076.44,587,52.35,12,12509015.5,9657.739
1394,2A2_I09,I09,I09,2,DMSO,control,NULL,NULL,2A2,9,9,854,1329.5,1.253667,1.5879515,11573341,9266.777,2263.769,41.1433,7940378,1208.1815,3579740.5,2643.869,0,0,0,0,0,252429,4019.5485,64,7.79798,7,3579740.5,2643.869,17404193,2612.488,5790033,4252.5435,1400501,4495.4405,298.5,10.273805,28,1347578,4900.147,266,7.9520835,27,5790033,4252.5435,19980549.5,2967.217,6130294.5,4450.2005,2148246.5,5324.606,383,6.7005975,57,500587.5,5347.277,96,3.555556,23,6130294.5,4450.2005,6826559.5,1017.5695,11523137,9237.046,8884.5,2960.1785,2,1,1,5565306.5,9639.1815,567,46.40705,13,11523137,9237.046
1395,2A2_I10,I10,I10,2,pifithrin-mu,treated,1,10,2A2,9,10,876,1289,1.248628,1.593701,10973433,9408.3115,2382.0025,40.511795,7436446.5,1160.7245,3383318,2546.7275,0,0,0,0,0,219301,3825.304,57,7.126984,7,3383318,2546.7275,16900687,2589.7405,5546805.5,4164.121,1265114.5,4499.5785,267.5,10.708995,26,1124039.5,4797.247,232.5,7.460294,24,5546805.5,4164.121,18572478,2831.224,5681344,4239.7235,1804607,5068.1705,340.5,5.868852,56,435157,5094.1255,85,3.1644145,21,5681344,4239.7235,6734784.5,1037.6925,10950424.5,9373.17,4053.5,2137,1,1,1,5387707.5,9966.8555,540.5,47.52778,13,10950424.5,9373.17
1396,2A2_I11,I11,I11,2,pifithrin-mu,treated,0.5,5,2A2,9,11,766,1321,1.234311,1.5342185,11538646.5,9631.1065,2442.2295,41.011575,7518870,1175.9275,3454246,2548.005,0,0,0,0,0,240047,3808.392,60.5,7,7,3454246,2548.005,17559824.5,2662.066,5841529.5,4281.607,1425863.5,4511.884,291,10.43123,28,1468610.5,4937.655,303,8.4935895,28,5841529.5,4281.607,20187499,3023.5005,6388530.5,4608.747,2094356.5,5370.243,381,6.340993,59,552221.5,5610.344,100,3.6076925,23,6388530.5,4608.747,7112759.5,1077.0195,11459343.5,9576.968,4981,2501.4435,1,1,1,5535453,10198.595,542,43.935415,14,11459343.5,9576.968
1397,2A2_I12,I12,I12,2,pifithrin-mu,treated,0.25,2.5,2A2,9,12,839,1376,1.217958,1.503322,11904224,9394.356,2345.158,41.85663,7891431,1213.063,3513122,2486.807,0,0,0,0,0,214831,3811.059,57,6.842105,7,3513122,2486.807,17794166,2632.947,5952929,4161.399,1057195,4384.13,224,8.277778,27,1210989,4793.886,245,6.162162,28,5952929,4161.399,20552779,3031.037,6317721,4450.512,1796143,5221.481,325,5.504854,59,415271,5352.591,77,3,22,6317721,4450.512,7181031,1080.319,11873916,9360.901,4883,2560.283,1,1,1,5490350,9913.058,566,40.625,15,11873916,9360.901
1398,2A2_I13,I13,I13,2,pifithrin-mu,treated,0.125,1.25,2A2,9,13,906,1368.5,1.211967,1.4869175,11627622,9363.6685,2274.2275,41.742405,8089896.5,1261.235,3628353,2622.6505,0,0,0,0,0,255101.5,4007.0935,67,7.6,7,3628353,2622.6505,17590621,2689.712,5912710,4298.6295,1344588,4443.0225,295,8.3581235,35,1619925.5,4834.9405,345,8.438811,34,5912710,4298.6295,19174092.5,2966.838,5945810.5,4341.1755,2053461.5,5166.4485,389.5,6.164729,62,479304.5,5206.259,94,3.360851,23,5945810.5,4341.1755,7179051,1107.1725,11613277,9331.0165,4578.5,2289.828,1,1,1,5481701.5,9772.9945,567.5,46.044875,14,11613277,9331.0165
1399,2A2_I14,I14,I14,2,pifithrin-mu,treated,0.0625,0.625,2A2,9,14,963,1401,1.224368,1.528109,12793474,9747.342,2348.052,42.23516,8751325,1352.981,3895949,2779.4,0,0,0,0,0,267717,4225.185,67,7.625,8,3895949,2779.4,18568547,2825.053,6320450,4463.581,1330411,4766.583,276,9.578947,27,1436017,5141.966,279,9.2,26,6320450,4463.581,21835571,3301.953,6835529,4807.081,2617988,5727.888,437,7.758242,57,546211,5884.471,93,3.945946,21,6835529,4807.081,7271639,1105.945,12769139,9737.804,5108,2691.882,1,1,1,5855224,10170.6,581,47.35714,13,12769139,9737.804
1400,2A2_I15,I15,I15,2,DMSO,control,NULL,NULL,2A2,9,15,892,1353.5,1.23099,1.5405475,11834815,9527.795,2378.16,41.51299,8376726,1274.961,3818443,2763.5965,0,0,0,0,0,288829,4228.587,70,8.3923075,7,3818443,2763.5965,17998339,2735.0045,6185265,4426.4855,1468304,4739.8285,301.5,10.71429,27,1370099,5082.921,268.5,8.7656865,25,6185265,4426.4855,21383286.5,3221.26,6691007.5,4792.662,2246687,5708.626,381.5,6.950874,58,552048,5843.481,94.5,3.760263,22,6691007.5,4792.662,7185929.5,1078.153,11771316.5,9491.6655,5026,2352.389,1,1,1,5533523,10022.385,559,46,13,11771316.5,9491.6655
1401,2A2_I16,I16,I16,2,pifithrin-mu,treated,0.03125,0.3125,2A2,9,16,954,1331.5,1.216787,1.4811525,11716806.5,9461.888,2309.2955,41.17424,8539936,1428.8125,3900950.5,2845.356,0,0,0,0,0,283878.5,4362.1895,66,8.142857,7,3900950.5,2845.356,17554087,2873.6695,6100381,4505.408,1193625.5,4884.2115,233.5,9.640513,22.5,1298715.5,5237.647,243,8.411905,25,6100381,4505.408,21884729.5,3557.8285,6921097.5,5123.617,2590019,6052.238,419,7.357293,58,632423.5,6212.3525,100,3.9871795,22,6921097.5,5123.617,6996154,1131.8475,11680845,9447.0155,4955.5,2644.4035,1,1,1,5536851,9888.188,561,46.291855,14,11680845,9447.0155
1402,2A2_I17,I17,I17,2,pifithrin-mu,treated,0.015625,0.15625,2A2,9,17,923,1361,1.21525,1.455655,11701526,9366.469,2308.548,41.62786,8681097,1411.029,3946071,2865.897,0,0,0,0,0,298442,4370.829,68,7.909091,7,3946071,2865.897,17491621,2858.959,6068552,4471.796,916177,4854.327,183,8.56,19,1012027,5232.755,193,6.26087,23,6068552,4471.796,19508137,3173.283,6267306,4532.08,2119914,5340.331,381,6.45098,61,496044,5514.979,92,3.416667,23,6267306,4532.08,7019860,1123.433,11630064,9334.731,5022,2661,1,1,1,5500497,9857.585,564,43.76667,14,11630064,9334.731
1403,2A2_I18,I18,I18,2,NSC-697923,treated,1,10,2A2,9,18,689,1364,1.24515,1.578393,12323494,9709.26,2455.029,41.67372,7140623,1030.159,3350593,2413.69,0,0,0,0,0,227309,3848.706,60,7.733333,7,3350593,2413.69,17003844,2418.16,5599913,3997.594,2183265,4091.246,521,12.9,40,1956083,4527.353,429,12.70213,28,5599913,3997.594,18604419,2619.927,5311597,3767.571,3457275,7615.389,462,14.02222,33,557100,5725.062,95,5.555556,15,5311597,3767.571,7035450,980.621,12310233,9688.178,8339,2766.5,2,1,1,5676743,10148.98,563,48,13,12310233,9688.178
1404,2A2_I19,I19,I19,2,NSC-697923,treated,0.5,5,2A2,9,19,729,1342,1.226407,1.52538,11184761,9175.08,2256.112,41.33627,7224449,1081.121,3295318,2351.332,0,0,0,0,0,253808,3724.867,66,7.722222,7,3295318,2351.332,16675315,2478.232,5461502,3940.608,1613820,4012.067,393,10.27273,37,1485689,4495.808,333,8.777778,32,5461502,3940.608,16210011,2373.735,4684988,3419.255,1898922,4977.478,357,9.714286,38,308801,4606.125,64,4.111111,14,4684988,3419.255,6780327,1008.494,11145429,9128.69,4824,2306.462,1,1,1,5296373,9596.185,554,42,15,11145429,9128.69
1405,2A2_I20,I20,I20,2,NSC-697923,treated,0.25,2.5,2A2,9,20,910,1294.5,1.227295,1.522225,11304471.5,9649.6725,2305.759,40.598135,7820153,1221.9805,3560702,2678.9625,0,0,0,0,0,223138,4212.682,56,7.422619,7,3560702,2678.9625,16947110,2624.339,5554351,4212.7135,1029031,4491.7635,221,9.6337795,23,1140943,4917.421,233,8.088933,25,5554351,4212.7135,16562426.5,2564.2215,4946307,3725.7575,1554751,4777.7715,325,7.094298,43,283905,4710.62,61,3.5,15,4946307,3725.7575,6698234,1027.0615,11266436.5,9632.7865,5364.5,2620.9955,1,1,1,5361768,10092.01,545,46.645835,13,11266436.5,9632.7865
1406,2A2_I21,I21,I21,2,DMSO,control,NULL,NULL,2A2,9,21,919,1375,1.233689,1.550805,12274100,9403.69,2360.148,41.84142,7893668,1215.82,3711914,2662.123,1929,1782,1,1,1,281618,4122.205,69,7.75,8,3711914,2662.123,17257904,2645.447,5868008,4180.836,978123,4591.272,204,8.866667,22,905458,4823.694,191,5.472222,26,5868008,4180.836,17448289,2666.214,5464502,3843.576,1361621,4595.233,285,4.660714,60,351352,4616.845,75,2.8,22,5464502,3843.576,7051153,1072.255,12183550,9371.405,8725,3400.464,2,1,1,5456572,9839.856,555,43.90909,14,12183550,9371.405
1407,2A2_I22,I22,I22,2,NSC-697923,treated,0.125,1.25,2A2,9,22,825,1406,1.228071,1.550171,12013005,9153.354,2239.09,42.31046,8194585,1219.05,3782134,2610.085,0,0,0,0,0,239111,4196.054,57,6.909091,7,3782134,2610.085,17741131,2604.764,5952217,4076.225,930872,4355.342,205,7.75,24,1058694,4705.402,229,5.478261,31,5952217,4076.225,16511950,2425.017,5043110,3399.672,938585,4139.915,224,3.680412,55,206792,4163.3,49,2.4,18,5043110,3399.672,7121414,1054.769,11963453,9101.536,5022,2545.474,1,1,1,5558704,9533.394,585,39.57143,16,11963453,9101.536
1408,2A2_I23,I23,I23,2,NSC-697923,treated,0.0625,0.625,2A2,9,23,925,1394,1.20698,1.473927,11701815,9069.1,2262.302,42.12951,7969501,1260.71,3639660,2577.802,0,0,0,0,0,263294,3919.429,67,7.714286,8,3639660,2577.802,17108392,2653.863,5790499,4036.114,791160,4386.571,173,6.770833,24,973017,4654.069,204,4.259259,36,5790499,4036.114,17767880,2722.293,5388393,3844.429,1088614,4459.393,237,3.103448,71,266162,4512.833,60,2,26,5388393,3844.429,7355949,1131.773,11665518,9006.647,9206,2875,2,1,1,5719352,9397.653,617,40.64706,17,11665518,9006.647
1409,2A2_J02,J02,J02,2,NSC-697923,treated,0.03125,0.3125,2A2,10,2,768,1427.5,1.212158,1.487916,11724342.5,8951.224,2168.4375,42.632725,10415388,1544.5,5093355,3470.867,0,0,0,0,0,390657.5,5289.8755,72,8.211111,8,5093355,3470.867,19278092.5,2814.917,6430928,4415.6845,1227292.5,4495.1085,266,6.7814125,38,1566281,4943.781,321.5,5.680749,40,6430928,4415.6845,24018773.5,3475.83,7813514,5309.8505,2857136,6003.185,467.5,5.6748265,79.5,778986.5,6246.918,128,3.1652275,34,7813514,5309.8505,8100648.5,1205.5315,11623788,8859.595,7178.5,2177.682,2,1,1,5670955,9304.3115,608.5,37.764705,17,11623788,8859.595
1410,2A2_J03,J03,J03,2,NSC-697923,treated,0.015625,0.15625,2A2,10,3,771,1364,1.22141,1.509198,9979380,7727.507,1795.645,41.67372,8855780,1347.159,3934804,2779.893,0,0,0,0,0,299119,4456.962,70,8.5,8,3934804,2779.893,18129371,2713.234,5668173,4110.307,1794482,4302.711,405,8.77551,45,1394162,4688.19,300,7.614035,31,5668173,4110.307,21323268,3217.548,6116927,4424.134,3958770,5512.171,718,9.761468,73,690169,5553.081,126,4.5625,25,6116927,4424.134,5995138,902.5741,9985455,7756.867,8697,3417.636,3,1,1,4598801,8027.679,570,40.42857,15,9985455,7756.867
1411,2A2_J04,J04,J04,2,selinexor,treated,1,20,2A2,10,4,364,1593.5,1.236792,1.5143035,13719740,8954.3365,2123.692,45.04339,8281122.5,920.62975,4135334,2566.291,3031,1755.981,1.5,1,1,277657,3784.3185,73.5,7.211111,9,4135334,2566.291,21820489.5,2388.137,7032830.5,4291.9355,2642916.5,3842.646,669.5,8.814426,70,2386876,4698.806,505,8.7422805,45,7032830.5,4291.9355,23584073,2608.0055,7439610,4592.007,4190717.5,4460.6895,902,7.748522,114.5,1237330.5,5235.8845,237,4.4330355,47,7439610,4592.007,8144569.5,900.411,13677419.5,8888.8005,7555,2155.125,2,1,1,5706074.5,9196.4685,621,36.048705,19,13677419.5,8888.8005
1412,2A2_J05,J05,J05,2,DMSO,control,NULL,NULL,2A2,10,5,795,1345,1.228931,1.530297,12008561,9490.983,2397.548,41.38245,10192362,1514.89,5250969,3692.162,0,0,0,0,0,371546,5721.647,67,8.142857,7,5250969,3692.162,18803359,2764.504,6670423,4649.629,1561577,4843.474,314,10.63158,27,1551703,5374.091,285,10.07692,23,6670423,4649.629,22015768,3224.167,7375317,5247.916,3442824,6058.593,546,8.557252,66,972336,6275.528,160,4.391304,30,7375317,5247.916,7578453,1113.359,11922459,9461.785,3200,1851,1,1,1,5398487,9984.901,545,46.9375,14,11922459,9461.785
1413,2A2_J06,J06,J06,2,selinexor,treated,0.5,10,2A2,10,6,636,1479.5,1.2008415,1.4575285,13637049.5,9619.2375,2323.983,43.40228,8395872.5,1120.3625,4382587,2915.0955,0,0,0,0,0,333241.5,4396.9725,79,9.1833335,8,4382587,2915.0955,18579071.5,2461.871,6385421.5,4221.7335,1507913,4036.6785,371.5,7.6476035,43.5,1507114.5,4725.0255,314,7.2028775,37,6385421.5,4221.7335,21642471.5,2878.8705,7104094.5,4774.645,3620331,4937.4015,732.5,7.7268305,93,1020986.5,5596.8015,183,4.543561,37.5,7104094.5,4774.645,7587243,1014.7745,13485793.5,9544.2895,0,0,0,0,0,5836115,9829.087,596.5,49.629465,14,13485793.5,9544.2895
1414,2A2_J07,J07,J07,2,selinexor,treated,0.25,5,2A2,10,7,731,1471,1.208231,1.481825,13178988,9507.424,2231.021,43.27742,9772088,1408.485,4787736,3265.79,0,0,0,0,0,390666,4932.626,83,9.625,8,4787736,3265.79,18698558,2634.151,6615218,4369.206,1406619,4261.75,314,7.674699,38,1407533,5009.475,271,8.114286,29,6615218,4369.206,22343531,3173.328,7385471,4976.205,3572711,5454.497,624,8.6,74,879762,5909.876,148,4.823529,26,7385471,4976.205,7806837,1091.94,13081795,9470.04,2800,1724,1,1,1,5935142,9867.337,612,52.1,13,13081795,9470.04
1415,2A2_J08,J08,J08,2,selinexor,treated,0.125,2.5,2A2,10,8,810,1414.5,1.212877,1.4792445,11811102,9087.299,2194.1115,42.43815,10453831,1486.5215,5151846,3508.434,0,0,0,0,0,407474,5300.379,77,8.9761905,8,5151846,3508.434,18829329.5,2670.6025,6447224.5,4461.3125,1454967,4521.8295,308,8.771242,36,1515940.5,5113.7225,292,8.6864115,30,6447224.5,4461.3125,20166730,2851.2575,6605425.5,4462.256,2842494,5044.0325,535,7.505435,72,715942,5344.8555,132,4.247807,28,6605425.5,4462.256,7607483.5,1088.326,11754057,9052.8705,2495,1555.557,1,1,1,5467149.5,9510.107,575.5,45.538465,15,11754057,9052.8705
1416,2A2_J09,J09,J09,2,selinexor,treated,0.0625,1.25,2A2,10,9,799,1463,1.21785,1.508522,12454624,9098.579,2261.379,43.15958,10945640,1562.882,5427133,3621.926,0,0,0,0,0,416856,5585.417,75,9,7,5427133,3621.926,19648734,2787.644,6737986,4553.166,1317967,4711.82,265,8.486486,29,1339656,5240.537,243,7.44,27,6737986,4553.166,23214850,3319.87,7744318,5169.686,3362488,5909.765,528,7.918033,64,761591,6211.688,123,4.444444,25,7744318,5169.686,7950802,1114.629,12458497,9076.111,4112,1926.492,1,1,1,5624712,9516.976,593,42.21429,15,12458497,9076.111
1417,2A2_J10,J10,J10,2,DMSO,control,NULL,NULL,2A2,10,10,844,1359,1.2262,1.5491935,11792443,9196.1895,2295.9135,41.597265,9813067,1564.084,4919008.5,3374.2645,0,0,0,0,0,375810,5127.8885,75,8.9,8,4919008.5,3374.2645,17712241,2797.9215,6140726,4384.7865,1385267,4688.996,278,10.372545,26,1455032.5,5088.199,271,8.474937,26,6140726,4384.7865,19602381,3035.504,6436687,4513.532,2324231,5394.7105,406,6.9850475,60,571935.5,5420.5045,108,3.6035715,25,6436687,4513.532,7261608.5,1148.4085,11750245.5,9153.2115,4752.5,2260.259,1,1,1,5397208,9638.902,565.5,44.019295,15,11750245.5,9153.2115
1418,2A2_J11,J11,J11,2,selinexor,treated,0.03125,0.625,2A2,10,11,777,1473,1.222189,1.502732,12639280,9002.82,2237.227,43.30683,10987592,1592.994,5386177,3605.609,0,0,0,0,0,389725,5365.632,72,8.666667,7,5386177,3605.609,20153351,2818.027,6876422,4614.714,1343897,4789.605,263,8.916667,30,1528012,5290.392,282,7.85,30,6876422,4614.714,24448961,3422.48,7971492,5342.628,3370182,6124.945,532,7.842105,67,849635,6408.555,132,4.125,27,7971492,5342.628,8286639,1164.336,12524742,8941.821,4976,2313.667,2,1,1,5601129,9513.199,600,38.8125,17,12524742,8941.821
1419,2A2_J12,J12,J12,2,selinexor,treated,0.015625,0.3125,2A2,10,12,790,1456,1.2194545,1.5144295,12521664,9074.3515,2210.286,43.056205,10932094,1595.5415,5066337.5,3425.9155,0,0,0,0,0,402996.5,5268.6755,79,9.2613635,8,5066337.5,3425.9155,19932338,2833.0665,6954603,4615.095,1519602.5,4686.6895,314,8.934058,31,1684838.5,5312.1025,317,9.1339285,27,6954603,4615.095,24421418.5,3484.265,7725644,5173.2135,3301412,6007.5645,537,8.2767975,66.5,828673.5,6313.856,126,4.333333,25,7725644,5173.2135,8126303.5,1169.17,12449983.5,9038.466,4770,2172.778,1,1,1,5649139.5,9456.353,595,43.115385,16,12449983.5,9038.466
1420,2A2_J13,J13,J13,2,puromycin,treated,1,5,2A2,10,13,833,1323,1.233084,1.525496,11714847,9644.656,2380.749,41.04261,9530546,1485.697,4558260,3398.539,0,0,0,0,0,340515,5039.512,70,8.333333,8,4558260,3398.539,18272774,2786.305,6400046,4673.671,1870628,4849.571,360,12.9,29,1737065,5381.042,323,11.0625,23,6400046,4673.671,19380325,2935.81,6379794,4611.04,2814245,5441.513,494,8.632653,57,700011,5599.52,129,4.75,24,6379794,4611.04,7330119,1129.33,11658897,9620.78,4714,1934.8,1,1,1,5431600,10215.91,543,45.42857,13,11658897,9620.78
1421,2A2_J14,J14,J14,2,puromycin,treated,0.5,2.5,2A2,10,14,780,1375.5,1.2273215,1.5222475,11674459,9214.0055,2248.288,41.84902,10112369.5,1583.427,4817929,3369.7935,0,0,0,0,0,364186,5242.477,72,8.75,7,4817929,3369.7935,18658837,2823.3305,6290683,4421.1185,1634798.5,4670.346,342.5,9.9085215,33,1532712,5024.5285,308.5,8.188555,31,6290683,4421.1185,21160307.5,3221.3825,6832487,4785.9275,2931691,5634.2205,519,7.596118,68,730921.5,5764.623,124.5,3.8191055,28,6832487,4785.9275,7651601.5,1168.5785,11570306.5,9156.0755,6135,2614.0135,2,1,1,5471937.5,9663.8885,576,45.358335,14,11570306.5,9156.0755
