plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
2A2_I18,I18,Plate2_drugs,2,NSC-697923,treated,1,10,2A2,9,18,689,1364,1.245149819,1.578393161,12323494,9709.260141,2455.028991,41.6737176,12310233,9688.177987,5676743,10148.98246,563,48,13,12310233,9688.177987
2A2_I19,I19,Plate2_drugs,2,NSC-697923,treated,0.5,5,2A2,9,19,729,1342,1.226407339,1.525379632,11184761,9175.080471,2256.112002,41.33627304,11145429,9128.690203,5296373,9596.185455,554,42,15,11145429,9128.690203
2A2_I20,I20,Plate2_drugs,2,NSC-697923,treated,0.25,2.5,2A2,9,20,910,1294.5,1.22729502,1.52222526,11304471.5,9649.672078,2305.759207,40.59813455,11266436.5,9632.786427,5361768,10092.01118,545,46.64583333,13,11266436.5,9632.786427
2A2_I21,I21,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,9,21,919,1375,1.233688807,1.55080464,12274100,9403.690455,2360.148456,41.84141936,12183550,9371.405355,5456572,9839.855556,555,43.90909091,14,12183550,9371.405355
2A2_I22,I22,Plate2_drugs,2,NSC-697923,treated,0.125,1.25,2A2,9,22,825,1406,1.22807073,1.550171144,12013005,9153.354244,2239.090053,42.31045734,11963453,9101.535934,5558704,9533.394279,585,39.57142857,16,11963453,9101.535934
2A2_I23,I23,Plate2_drugs,2,NSC-697923,treated,0.0625,0.625,2A2,9,23,925,1394,1.206979981,1.473926515,11701815,9069.10033,2262.301726,42.12951371,11665518,9006.647402,5719352,9397.652651,617,40.64705882,17,11665518,9006.647402
2A2_J02,J02,Plate2_drugs,2,NSC-697923,treated,0.03125,0.3125,2A2,10,2,768,1427.5,1.212158169,1.487916058,11724342.5,8951.223869,2168.437545,42.6327268,11623788,8859.595377,5670955,9304.311282,608.5,37.76470588,17,11623788,8859.595377
2A2_J03,J03,Plate2_drugs,2,NSC-697923,treated,0.015625,0.15625,2A2,10,3,771,1364,1.22140967,1.509197898,9979380,7727.506651,1795.644986,41.6737176,9985455,7756.866724,4598801,8027.678571,570,40.42857143,15,9985455,7756.866724
2A2_J04,J04,Plate2_drugs,2,selinexor,treated,1,20,2A2,10,4,364,1593.5,1.236791978,1.514303392,13719740,8954.336611,2123.691641,45.04338758,13677419.5,8888.80081,5706074.5,9196.468687,621,36.0487013,19,13677419.5,8888.80081
2A2_J05,J05,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,10,5,795,1345,1.228931184,1.530296811,12008561,9490.982564,2397.548385,41.38245024,11922459,9461.784589,5398487,9984.900621,545,46.9375,14,11922459,9461.784589
2A2_J06,J06,Plate2_drugs,2,selinexor,treated,0.5,10,2A2,10,6,636,1479.5,1.200841246,1.457528291,13637049.5,9619.237345,2323.983231,43.40227935,13485793.5,9544.289734,5836115,9829.086995,596.5,49.62946429,14,13485793.5,9544.289734
2A2_J07,J07,Plate2_drugs,2,selinexor,treated,0.25,5,2A2,10,7,731,1471,1.208231373,1.481824504,13178988,9507.424454,2231.021257,43.27742333,13081795,9470.040349,5935142,9867.336971,612,52.1,13,13081795,9470.040349
2A2_J08,J08,Plate2_drugs,2,selinexor,treated,0.125,2.5,2A2,10,8,810,1414.5,1.21287671,1.479244465,11811102,9087.299124,2194.111568,42.438153,11754057,9052.87062,5467149.5,9510.10699,575.5,45.53846154,15,11754057,9052.87062
2A2_J09,J09,Plate2_drugs,2,selinexor,treated,0.0625,1.25,2A2,10,9,799,1463,1.217850466,1.508522183,12454624,9098.578687,2261.378559,43.15958125,12458497,9076.111111,5624712,9516.97619,593,42.21428571,15,12458497,9076.111111
2A2_J10,J10,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,10,10,844,1359,1.226199707,1.549193387,11792443,9196.189203,2295.913093,41.59726322,11750245.5,9153.211332,5397208,9638.901948,565.5,44.01929825,15,11750245.5,9153.211332
2A2_J11,J11,Plate2_drugs,2,selinexor,treated,0.03125,0.625,2A2,10,11,777,1473,1.222188848,1.502732028,12639280,9002.819825,2237.226938,43.30683375,12524742,8941.821094,5601129,9513.19877,600,38.8125,17,12524742,8941.821094
2A2_J12,J12,Plate2_drugs,2,selinexor,treated,0.015625,0.3125,2A2,10,12,790,1456,1.219454713,1.514429598,12521664,9074.351622,2210.285772,43.05620232,12449983.5,9038.465802,5649139.5,9456.353143,595,43.11538462,16,12449983.5,9038.465802
2A2_J13,J13,Plate2_drugs,2,puromycin,treated,1,5,2A2,10,13,833,1323,1.233084033,1.525496235,11714847,9644.655652,2380.748872,41.042611,11658897,9620.779528,5431600,10215.90871,543,45.42857143,13,11658897,9620.779528
2A2_J14,J14,Plate2_drugs,2,puromycin,treated,0.5,2.5,2A2,10,14,780,1375.5,1.227321334,1.522247979,11674459,9214.005401,2248.28793,41.84901998,11570306.5,9156.07593,5471937.5,9663.88823,576,45.35833333,14,11570306.5,9156.07593
2A2_J15,J15,Plate2_drugs,2,puromycin,treated,0.25,1.25,2A2,10,15,847,1395,1.218027303,1.506017284,12141414,9334.830396,2319.71454,42.14462202,12060274,9276.808851,5410872,9804.667049,560,39.41176471,16,12060274,9276.808851
2A2_J16,J16,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,10,16,976,1341,1.233436058,1.558692288,11581003,9664.648515,2350.096363,41.32086918,11547195,9632.840314,5429622,10214.52141,546,47.125,13,11547195,9632.840314
2A2_J17,J17,Plate2_drugs,2,puromycin,treated,0.125,0.625,2A2,10,17,859,1376,1.217683868,1.474609507,11766844,9438.795169,2323.14281,41.85663166,11710175,9391.947185,5591075,9856.185654,578,45.1875,14,11710175,9391.947185
2A2_J18,J18,Plate2_drugs,2,puromycin,treated,0.0625,0.3125,2A2,10,18,866,1409.5,1.216484624,1.488438887,12534684.5,9411.484984,2288.919037,42.36308631,12523974.5,9406.101499,5786871.5,9898.412712,583,46.24696356,14,12523974.5,9406.101499
2A2_J19,J19,Plate2_drugs,2,puromycin,treated,0.03125,0.15625,2A2,10,19,844,1359,1.211498712,1.474365907,11460370.5,9111.319575,2201.411099,41.59726322,11436998,9094.171847,5216455.5,9594.728931,540.5,39.8030303,16,11436998,9094.171847
2A2_J20,J20,Plate2_drugs,2,puromycin,treated,0.015625,0.078125,2A2,10,20,864,1401.5,1.220410704,1.520051265,12540586.5,9371.701716,2292.795467,42.24269363,12529847.5,9351.976526,5615249.5,9837.488245,583,46.70833333,14,12529847.5,9351.976526
2A2_J21,J21,Plate2_drugs,2,perifosine,treated,1,20,2A2,10,21,189,2210,1.197731657,1.416340056,19588030,8459.228895,2451.748914,53.04582353,19473080,8407.63931,7093678,9370.201961,678,16.8125,40,19473080,8407.63931
2A2_J22,J22,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,10,22,855,1391,1.238898803,1.546736673,12394302,9587.274286,2367.606034,42.08415624,12333997,9536.228916,5752170,9980.438339,575,46.61538462,14,12333997,9536.228916
2A2_J23,J23,Plate2_drugs,2,perifosine,treated,0.5,10,2A2,10,23,449,1974,1.233252138,1.555343115,18025916,8674.597716,2316.315154,50.1335702,17941613,8625.375635,7349450,9213.883636,780,22.84,35,17941613,8625.375635
2A2_K02,K02,Plate2_drugs,2,perifosine,treated,0.25,5,2A2,11,2,803,1408,1.224289202,1.492149588,12584474,9489.750294,2326.87284,42.34053943,12487621,9464.788809,5599460,9911.629723,576,41.90909091,15,12487621,9464.788809
2A2_K03,K03,Plate2_drugs,2,perifosine,treated,0.125,2.5,2A2,11,3,760,1438.5,1.215888895,1.483990733,12491353,9252.296945,2322.271737,42.79667078,12423539.5,9212.149705,5683384,9762.575465,587,38.71428571,16,12423539.5,9212.149705
2A2_K04,K04,Plate2_drugs,2,perifosine,treated,0.0625,1.25,2A2,11,4,884,1408,1.210071775,1.47648577,11968008.5,9258.475983,2188.392423,42.34053943,11961601.5,9233.378299,5453998.5,9631.586862,571,42.27916667,16,11961601.5,9233.378299
2A2_K05,K05,Plate2_drugs,2,perifosine,treated,0.03125,0.625,2A2,11,5,852,1410.5,1.216396183,1.481217202,12632809.5,9220.506391,2308.516362,42.37811135,12568011,9182.651402,5596018,9676.052138,599.5,38.010181,17,12568011,9182.651402
2A2_K06,K06,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,11,6,821,1271,1.239679897,1.555618804,11481460,10019.41266,2517.896469,40.22794379,11486851,10002.40286,5502784,10630.60967,527,49.8,12,11486851,10002.40286
2A2_K07,K07,Plate2_drugs,2,perifosine,treated,0.015625,0.3125,2A2,11,7,921,1353,1.217968969,1.491838487,12143594,9631.093555,2346.793382,41.50533826,12034721,9575.290937,5513417,10091.53689,563,43.5,14,12034721,9575.290937
2A2_K08,K08,Plate2_drugs,2,tanespimycin,treated,1,5,2A2,11,8,8,593.5,1.11665197,1.147018792,7772700.5,13588.93181,3472.741933,27.47567481,7668979,13384.77349,4057298.5,14491.04236,278.5,278.5,1,7668979,13384.77349
2A2_K09,K09,Plate2_drugs,2,tanespimycin,treated,0.5,2.5,2A2,11,9,200,1751.5,1.200520249,1.417175516,17817104.5,9567.255042,2750.849151,47.22367396,17694823.5,9472.7529,5674547.5,10536.50159,502,24.02647059,22,17694823.5,9472.7529
2A2_K10,K10,Plate2_drugs,2,tanespimycin,treated,0.25,1.25,2A2,11,10,576,1447.5,1.242288841,1.54678585,12258937,9166.679387,2355.528959,42.93034109,12245323.5,9172.99584,5397494.5,9701.474432,560.5,38.59210526,16,12245323.5,9172.99584
2A2_K11,K11,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,11,11,868,1309,1.242056705,1.582285589,11266319.5,9355.996076,2343.721464,40.8248738,11306610,9361.606388,5476493.5,9840.614085,559.5,47.78030303,13,11306610,9361.606388
2A2_K12,K12,Plate2_drugs,2,tanespimycin,treated,0.125,0.625,2A2,11,12,745,1412,1.212254987,1.495993999,12190699,9147.838095,2221.748925,42.40063958,12180064,9122.221703,5390651,9514.73706,559,35.375,18,12180064,9122.221703
2A2_K13,K13,Plate2_drugs,2,tanespimycin,treated,0.0625,0.3125,2A2,11,13,777,1373,1.224291229,1.519273403,11804052,9129.54146,2244.095413,41.81097816,11760026,9118.777295,5393671,9588.303136,568,39.92307692,15,11760026,9118.777295
2A2_K14,K14,Plate2_drugs,2,tanespimycin,treated,0.03125,0.15625,2A2,11,14,806,1334,1.214640371,1.482611463,11255354,9156.89209,2253.543958,41.21288091,11212509.5,9115.816131,5246667,9582.489622,552,40.07142857,16,11212509.5,9115.816131
2A2_K15,K15,Plate2_drugs,2,tanespimycin,treated,0.015625,0.078125,2A2,11,15,869,1356,1.213684592,1.495006102,11690603,9196.690413,2246.066036,41.55132757,11725055,9165.4,5482984,9617.145238,569,38.04347826,16,11725055,9165.4
2A2_K16,K16,Plate2_drugs,2,MLN0128,treated,1,5,2A2,11,16,190,1249,1.226794566,1.511354175,11405428,10149.71421,3234.931519,39.8782384,11416038.5,10129.56483,4210286.5,11656.75069,318,40.78125,6,11416038.5,10129.56483
2A2_K17,K17,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,11,17,942,1322.5,1.247588781,1.586911056,11473083,9319.602996,2297.899862,41.03485394,11386630.5,9308.123704,5437607,9776.305548,548,49.33333333,12,11386630.5,9308.123704
2A2_K18,K18,Plate2_drugs,2,MLN0128,treated,0.5,2.5,2A2,11,18,340,1836.5,1.339492143,1.840801167,18800155.5,9443.434324,2507.703207,48.356017,18803938,9426.992237,6303303.5,9947.2751,632,37.025,18,18803938,9426.992237
2A2_K19,K19,Plate2_drugs,2,MLN0128,treated,0.25,1.25,2A2,11,19,367,1873,1.328206546,1.804939349,18557764,8620.405154,2155.445076,48.83418544,18505783,8571.748074,5614877,9118.390055,598,29.59459459,22,18505783,8571.748074
2A2_K20,K20,Plate2_drugs,2,MLN0128,treated,0.125,0.625,2A2,11,20,423,1843,1.301813538,1.765630643,17847357,8141.284711,1973.034902,48.44151609,17781867,8129.754076,5300763,8476.879808,627,31.3125,22,17781867,8129.754076
2A2_K21,K21,Plate2_drugs,2,MLN0128,treated,0.0625,0.3125,2A2,11,21,413,1727,1.332639645,1.822482301,12352174,7857.193215,1976.049539,46.89226689,12251804,7798.571534,4939795,8209.884211,575,27.22580645,23,12251804,7798.571534
2A2_K22,K22,Plate2_drugs,2,MLN0128,treated,0.03125,0.15625,2A2,11,22,524,1711.5,1.337075467,1.858481328,11513503,7757.373036,1862.184479,46.68136067,11455091,7740.808691,5128640,8065.690988,630.5,30.26421053,22,11455091,7740.808691
2A2_K23,K23,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,11,23,877,1416,1.22882166,1.550897719,12699691,9437.556671,2396.391465,42.46065467,12617717,9372.486983,5831535,9817.342326,595,43.3125,15,12617717,9372.486983
2A2_L02,L02,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,12,2,807,1388,1.235984289,1.557950822,11647431,9027.980699,2277.236192,42.03874984,11538164,8984.012405,5395933,9515.059172,572,40.07692308,15,11538164,8984.012405
2A2_L03,L03,Plate2_drugs,2,MLN0128,treated,0.015625,0.078125,2A2,12,3,540,1723.5,1.329727415,1.883185177,11607772,7663.654456,1825.503435,46.84472552,11573370,7615.359696,5312199.5,7901.645681,679.5,28.8989899,26,11573370,7615.359696
2A2_L04,L04,Plate2_drugs,2,anisomycin,treated,1,20,2A2,12,4,46,709.5,1.236038891,1.297921975,7453270.5,10297.51386,4209.064886,30.05188227,7519386.5,10317.89565,2760927,13293.78608,214,41.95555556,5,7519386.5,10317.89565
2A2_L05,L05,Plate2_drugs,2,anisomycin,treated,0.5,10,2A2,12,5,44,422,2.946362054,1.469946122,105226.5,233.400042,19.28910411,23.17929965,103929.5,231.4696039,30382,255.4016733,123.5,1.887002043,51,103929.5,231.4696039
2A2_L06,L06,Plate2_drugs,2,anisomycin,treated,0.25,5,2A2,12,6,13,747,1.173139089,1.220528228,7266129,11727.60179,3869.220765,30.84007036,7227982,11728.74944,5024578,13784.77041,404,323,1,7227982,11728.74944
2A2_L07,L07,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,12,7,894,1368,1.231784743,1.536927101,11477445.5,9143.636047,2226.115582,41.73477803,11438938,9115.259409,5251688,9578.735198,547.5,43.97368421,14,11438938,9115.259409
2A2_L08,L08,Plate2_drugs,2,anisomycin,treated,0.125,2.5,2A2,12,8,28,441.5,1.226726502,1.330350781,3946862.5,11026.37338,3779.907208,23.70935758,3931368.5,11059.17392,2565251,13463.78171,191,127,2,3931368.5,11059.17392
2A2_L09,L09,Plate2_drugs,2,anisomycin,treated,0.0625,1.25,2A2,12,9,161,1276,1.235237349,1.510736336,11314496,10477.32504,2974.142197,40.30699268,11290077,10456.28243,4504685,11444.17427,377,43.4,9,11290077,10456.28243
2A2_L10,L10,Plate2_drugs,2,anisomycin,treated,0.03125,0.625,2A2,12,10,389,1606,1.25479639,1.589982367,16220517,9722.93603,2490.459368,45.21971593,16198243,9662.571174,5853402,10254.5884,579,38.15384615,18,16198243,9662.571174
2A2_L11,L11,Plate2_drugs,2,anisomycin,treated,0.015625,0.3125,2A2,12,11,635,1445,1.212434051,1.477877094,12269635,9213.534193,2315.733905,42.89325287,12200832,9179.264706,5594067,9663.571212,581,38.83333333,16,12200832,9179.264706
2A2_L12,L12,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,12,12,776,1370.5,1.246195133,1.599217473,11876176,9314.07141,2391.019517,41.77289478,11849588.5,9279.237058,5530320.5,9948.213523,561.5,50.12896825,13,11849588.5,9279.237058
2A2_L13,L13,Plate2_drugs,2,vorinostat,treated,1,20,2A2,12,13,135,1445,1.230368749,1.511492302,15296228,10945.8239,2997.347082,42.89325287,15200426,10884.41503,5559731,11662.05977,490,43.375,12,15200426,10884.41503
2A2_L14,L14,Plate2_drugs,2,vorinostat,treated,0.5,10,2A2,12,14,742,1482,1.202739247,1.462554486,13450083.5,9205.895214,2221.036869,43.43893174,13447657.5,9163.979207,5680733.5,9585.733887,591.5,38.61111111,17,13447657.5,9163.979207
2A2_L15,L15,Plate2_drugs,2,vorinostat,treated,0.25,5,2A2,12,15,795,1403,1.20747971,1.479963598,11733694,9059.075269,2209.517217,42.26529405,11680209,9019.596315,5429373,9448.151685,569,41.76923077,15,11680209,9019.596315
2A2_L16,L16,Plate2_drugs,2,vorinostat,treated,0.125,2.5,2A2,12,16,895,1400,1.221857903,1.497817252,12111821,9419.142455,2318.026194,42.22008246,12092306,9350.757701,5549800,9849.093645,579,44.54545455,15,12092306,9350.757701
2A2_L17,L17,Plate2_drugs,2,vorinostat,treated,0.0625,1.25,2A2,12,17,845,1380,1.222122363,1.511262772,12098417,9567.840782,2374.394693,41.91742563,12065247,9550.055556,5728637,10047.49643,577,47.88888889,13,12065247,9550.055556
2A2_L18,L18,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,12,18,894,1293.5,1.227150355,1.523980839,11520106,9769.922957,2438.942864,40.58244445,11481664.5,9734.502359,5436387,10309.18159,527.5,49.11666667,12,11481664.5,9734.502359
2A2_L19,L19,Plate2_drugs,2,vorinostat,treated,0.03125,0.625,2A2,12,19,820,1369.5,1.213032235,1.480830545,12117814.5,9394.098014,2268.312909,41.75765197,12058833,9337.810422,5492434.5,9781.553612,559.5,41.41190476,15,12058833,9337.810422
2A2_L20,L20,Plate2_drugs,2,vorinostat,treated,0.015625,0.3125,2A2,12,20,883,1388,1.218087649,1.497682213,11796349,9113.255282,2180.48575,42.03874984,11755885,9079.982394,5468441,9454.29863,575,41.57894737,15,11755885,9079.982394
2A2_L21,L21,Plate2_drugs,2,deforolimus,treated,1,5,2A2,12,21,259,1208,1.206901791,1.493815362,11522256,10348.54275,2772.021121,39.21827852,11406073,10311.93325,5377976,10814.89354,485,41.46153846,12,11406073,10311.93325
2A2_L22,L22,Plate2_drugs,2,deforolimus,treated,0.5,2.5,2A2,12,22,516,1224.5,1.229290422,1.501696212,11320585.5,10540.39836,2700.284816,39.48520935,11301141,10498.36338,5299282,11130.94883,500.5,44.91428571,12.5,11301141,10498.36338
2A2_L23,L23,Plate2_drugs,2,deforolimus,treated,0.25,1.25,2A2,12,23,381,1416,1.214311983,1.499304496,14335552,9779.077474,2704.683631,42.46065467,14401434,9703.857955,6145557,10507.67877,585,37.86666667,17,14401434,9703.857955
2A2_M02,M02,Plate2_drugs,2,deforolimus,treated,0.125,0.625,2A2,13,2,436,1318,1.210231483,1.479886344,11208862.5,9311.173222,2445.282213,40.96498163,11136919.5,9271.337082,5814040.5,9970.139188,582,33.87894737,18,11136919.5,9271.337082
2A2_M03,M03,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,13,3,786,1378,1.238046483,1.58541063,12146270,9607.161761,2407.335913,41.88703967,12087647.5,9568.100689,5755561.5,10078.14001,572.5,44.12937063,14,12087647.5,9568.100689
2A2_M04,M04,Plate2_drugs,2,deforolimus,treated,0.0625,0.3125,2A2,13,4,497,1268,1.22795861,1.542441401,11208422,9575.551754,2441.86578,40.1804398,11143989,9530.647908,5243717,10183.45161,532,37.15384615,15,11143989,9530.647908
2A2_M05,M05,Plate2_drugs,2,deforolimus,treated,0.03125,0.15625,2A2,13,5,579,1327,1.231170541,1.553447422,10960797,9349.279398,2355.498758,41.10460894,10875181,9285.159978,5019010,9801.580645,528,35.47368421,16,10875181,9285.159978
2A2_M06,M06,Plate2_drugs,2,deforolimus,treated,0.015625,0.078125,2A2,13,6,735,1387,1.225955554,1.539435231,12622227,9732.397657,2370.864413,42.02360347,12575310,9658.22191,5725478,10085.70541,568,42.13333333,15,12575310,9658.22191
2A2_M07,M07,Plate2_drugs,2,methotrexate,treated,1,5,2A2,13,7,438,1296,1.252035386,1.601692984,10681781.5,8642.004446,2197.064668,40.62164699,10549924.5,8574.421377,4982620.5,9082.403568,531,35.83676471,16,10549924.5,8574.421377
2A2_M08,M08,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,13,8,922,1322,1.233607929,1.553162912,10746100.5,8984.782961,2197.643203,41.02709688,10712456,8954.802034,5016930,9378.721556,540.5,41.58125,14,10712456,8954.802034
2A2_M09,M09,Plate2_drugs,2,methotrexate,treated,0.5,2.5,2A2,13,9,597,1279,1.288245792,1.71042986,10613007,8795.040913,2088.912082,40.35434769,10592387,8735.13491,4853898,9039.981187,531,42.85714286,14,10592387,8735.13491
2A2_M10,M10,Plate2_drugs,2,methotrexate,treated,0.25,1.25,2A2,13,10,525,1326,1.284996322,1.696915268,10691074,8369.187663,2029.140706,41.08911822,10618315,8325.258964,4956387,8703.886121,559,37.875,16,10618315,8325.258964
2A2_M11,M11,Plate2_drugs,2,methotrexate,treated,0.125,0.625,2A2,13,11,593,1339,1.29506819,1.744543969,10761126,8632.006182,2090.414964,41.2900442,10713195,8552.33418,4910767,8951.909091,543,45.38461538,13,10713195,8552.33418
2A2_M12,M12,Plate2_drugs,2,methotrexate,treated,0.0625,0.3125,2A2,13,12,547,1305,1.276939332,1.695687319,10327152,8304.088336,1979.769807,40.76245338,10253793,8268.766055,4884775,8546.444976,553,39.25,15,10253793,8268.766055
2A2_M13,M13,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,13,13,848,1310,1.239365657,1.572871792,11584543.5,9454.885059,2353.452412,40.84046475,11520220.5,9442.884049,5565897.5,9908.903424,565.5,51.26923077,12,11520220.5,9442.884049
2A2_M14,M14,Plate2_drugs,2,methotrexate,treated,0.03125,0.15625,2A2,13,14,613,1273,1.302027067,1.736582311,10271359,8594.567854,2089.04576,40.25958197,10210274,8534.703669,4769445,8893.205047,524,43,13,10210274,8534.703669
2A2_M15,M15,Plate2_drugs,2,methotrexate,treated,0.015625,0.078125,2A2,13,15,667,1292,1.285458274,1.729161576,10391547,8574.30788,2145.245206,40.55891384,10316848,8533.409302,4960094,8921.032374,528,39.09090909,14,10316848,8533.409302
2A2_M16,M16,Plate2_drugs,2,Empty,empty,NULL,NULL,2A2,13,16,72,1299.5,1.279635064,1.525474332,14583756.5,10902.33037,3225.577851,40.67644598,14492085,10843.22167,5186946.5,11847.01167,423.5,55.10714286,11,14492085,10843.22167
2A2_M17,M17,Plate2_drugs,2,latrunculin-a,treated,1,0.05,2A2,13,17,102,1447.5,1.298445767,1.582971493,14147294,9439.721468,3020.37088,42.93026425,14064487.5,9367.771836,5382652,11311.4265,513.5,34.16818182,12.5,14064487.5,9367.771836
2A2_M18,M18,Plate2_drugs,2,latrunculin-a,treated,0.5,0.025,2A2,13,18,158,1480,1.291938279,1.616983966,13259837.5,8871.772066,2484.796627,43.40960338,13239874,8854.153869,5021047.5,9708.762867,491.5,32.52834008,16.5,13239874,8854.153869
2A2_M19,M19,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,13,19,908,1293,1.235556184,1.550132208,11150983,9512.853532,2398.625217,40.57460698,11093025.5,9477.219777,5274476.5,9977.061374,528.5,40.67548077,14,11093025.5,9477.219777
2A2_M20,M20,Plate2_drugs,2,latrunculin-a,treated,0.25,0.0125,2A2,13,20,224,1568,1.278368346,1.59495774,17311751,10594.01677,2841.176982,44.68151496,17198559,10534.72049,5883823.5,11184.29567,502.5,38.125,15,17198559,10534.72049
2A2_M21,M21,Plate2_drugs,2,latrunculin-a,treated,0.125,0.00625,2A2,13,21,292,1683,1.238479576,1.52189348,17710915,10047.97997,2738.483954,46.29105911,17600800.5,9955.27871,6164387.5,10795.20257,574,36.24350649,17.5,17600800.5,9955.27871
2A2_M22,M22,Plate2_drugs,2,latrunculin-a,treated,0.0625,0.003125,2A2,13,22,351,1520,1.262004554,1.555933342,17842454,11021.67712,2813.744656,43.99231874,17773159,10963.27834,6211749,11611.3218,527,43,14,17773159,10963.27834
2A2_M23,M23,Plate2_drugs,2,latrunculin-a,treated,0.03125,0.0015625,2A2,13,23,361,1432,1.208536438,1.471982598,15044137,10184.54484,2724.111931,42.69987152,14979516,10114.64036,5897960,10963.25349,527,42.14285714,14,14979516,10114.64036
2A2_N02,N02,Plate2_drugs,2,latrunculin-a,treated,0.015625,0.000781,2A2,14,2,270,1641.5,1.284832649,1.744258747,18176622.5,10945.70744,3257.738098,45.71653239,18055334,10814.94574,7939209,12204.0575,638,38.42857143,19,18055334,10814.94574
2A2_N03,N03,Plate2_drugs,2,cytochalasin-d,treated,1,0.05,2A2,14,3,341,1435,1.310702299,1.788309864,15289027,10431.13745,2743.702627,42.74457564,15332421,10421.93462,6539823,10644.67265,601,47.69230769,13,15332421,10421.93462
2A2_N04,N04,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,14,4,844,1353.5,1.22650757,1.527899174,11923270.5,9413.034197,2396.626224,41.51300597,11856630,9335.175201,5671288,9935.355475,571,41.08712121,15,11856630,9335.175201
2A2_N05,N05,Plate2_drugs,2,cytochalasin-d,treated,0.5,0.025,2A2,14,5,379,1379,1.323416327,1.810578553,17237876,11794.09378,3196.869032,41.90223541,17108291,11732.58588,6730193,12133.35556,540,60.91666667,9,17108291,11732.58588
2A2_N06,N06,Plate2_drugs,2,cytochalasin-d,treated,0.25,0.0125,2A2,14,6,521,1183,1.302801081,1.782462125,11824329,11054.53713,3056.100041,38.81033859,11730223,10977.39693,5869032,11694.90928,517,71.28571429,8,11730223,10977.39693
2A2_N07,N07,Plate2_drugs,2,cytochalasin-d,treated,0.125,0.00625,2A2,14,7,840,1207.5,1.273352685,1.659836847,11506731,10380.285,2647.879853,39.21016047,11446428.5,10301.75334,5942100.5,10876.64525,549,55.44285714,10,11446428.5,10301.75334
2A2_N08,N08,Plate2_drugs,2,cytochalasin-d,treated,0.0625,0.003125,2A2,14,8,732,1360,1.232607189,1.586872308,11815799.5,9474.730268,2362.403109,41.61256477,11727506,9368.116293,5828555.5,9774.97273,591,47.95454545,13,11727506,9368.116293
2A2_N09,N09,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,14,9,718,1407.5,1.234643035,1.538919397,12415055,9421.972213,2318.7347,42.33302024,12347660,9381.974294,5559563.5,9935.350029,566.5,46.68125,14,12347660,9381.974294
2A2_N10,N10,Plate2_drugs,2,cytochalasin-d,treated,0.03125,0.0015625,2A2,14,10,816,1418,1.233996669,1.567507272,12310488,9320.289936,2282.218919,42.49063043,12213271.5,9240.7992,5882131,9746.382798,608.5,46.54078947,14,12213271.5,9240.7992
2A2_N11,N11,Plate2_drugs,2,cytochalasin-d,treated,0.015625,0.000781,2A2,14,11,721,1325,1.239553766,1.581453988,11091824,9057.175778,2126.286388,41.07362167,11031290,8996.363331,5021864,9373.949025,541,42.63636364,14,11031290,8996.363331
2A2_N12,N12,Plate2_drugs,2,Empty,empty,NULL,NULL,2A2,14,12,781,1328,1.242026485,1.583821532,10874723,8952.803279,2116.020779,41.12009382,10811214,8910.865254,5074049,9287.666667,544,42.23076923,14,10811214,8910.865254
2A2_N13,N13,Plate2_drugs,2,Empty,empty,NULL,NULL,2A2,14,13,720,1348,1.25112916,1.599124266,10915313,8768.051896,2128.051283,41.42857311,10841792.5,8721.534061,4888021,9108.468944,537,37.24047619,15.5,10841792.5,8721.534061
2A2_N14,N14,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,14,14,778,1335,1.240119708,1.550465187,11820458.5,9497.165655,2330.344955,41.22832512,11761563,9464.260868,5477030.5,9958.824881,553,49.00378788,12,11761563,9464.260868
