,plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,CircTotalInten_MITO,CircAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,CircSpotTotalInten_MITO,CircSpotAvgInten_MITO,CircSpotTotalArea_MITO,CircSpotAvgArea_MITO,CircSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,RingTotalInten_NUC_Tex,RingAvgInten_NUC_Tex,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,RingSpotTotalInten_NUC_Tex,RingSpotAvgInten_NUC_Tex,RingSpotTotalArea_NUC_Tex,RingSpotAvgArea_NUC_Tex,RingSpotCount_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
1319,2A2_E22,E22,Plate2_drugs,2,mitoxantrone,treated,0.5,2.5,2A2,5,22,337,1504,1.306094033,1.76626039,17664839,11620.71745,3128.45679,43.76016768,7682368,833.8699199,4551700,2855.884843,0,0,0,0,0,277050,4750.297297,58,7.25,7,4551700,2855.884843,21382706,2314.458029,7473443,4805.825758,3817092,4126.499739,894,12.04761905,67,3780136,5165.721228,681,20.5,36,7473443,4805.825758,24384168,2662.420338,7485365,4823.564315,3764194,5226.466368,715,6.974576271,106,1289933,5641.463492,226,4.971428571,38,7485365,4823.564315,8323340,896.7068195,17620214,11565.73815,10408,2556.666667,2,1,1,7014687,11900.05158,578,57.2,11,17620214,11565.73815
1320,2A2_E23,E23,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,5,23,922,1397.5,1.234335139,1.563986626,12613536,9439.565672,2362.370336,42.18236844,7940009.5,1256.83806,3848525.5,2690.40078,4462.5,2167.3,2,1,1,314422.5,3973.820599,79,8.666666667,8,3848525.5,2690.40078,17428783,2684.277089,5938350.5,4172.558475,863740.5,4512.218888,184,8.104166667,22,794758.5,4796.65731,166,4.183023256,29,5938350.5,4172.558475,20765685.5,3189.848044,6682529.5,4636.055874,1454667,5415.603017,259.5,4.253571429,61,374588.5,5532.575552,68,2.551724138,23,6682529.5,4636.055874,7464005.5,1159.249423,12579869.5,9389.395985,9910.5,3662.40172,2,1,2,5935789.5,9857.905213,608,44.06666667,16,12579869.5,9389.395985
1321,2A2_F02,F02,Plate2_drugs,2,mitoxantrone,treated,0.25,1.25,2A2,6,2,321,1657,1.278494476,1.724282695,18257616,10748.78127,3296.256295,45.93210125,10621683,1129.991266,7333045,3986.37379,0,0,0,0,0,406728,5845.913793,63,7.4,7,7333045,3986.37379,24807919,2648.983865,9368464,5191.751455,3481833,4668.397163,695,8.188811189,77,4781612,5643.093966,787,19.58064516,44,9368464,5191.751455,30822983,3242.285494,10993524,6161.858219,4181638,6553.774934,632,4.980263158,112,1915444,6998.929012,272,3.670731707,58,10993524,6161.858219,10130503,1079.527891,18122387,10682.53202,0,0,0,0,0,8309383,12025.85699,671,39.43333333,18,18122387,10682.53202
1322,2A2_F03,F03,Plate2_drugs,2,mitoxantrone,treated,0.125,0.625,2A2,6,3,419,1697,1.276002515,1.681961806,18257095,10685.01163,3192.172181,46.48319597,10802151,1250.336991,7467851,4284.671895,0,0,0,0,0,344509,6498,49,6.571428571,6,7467851,4284.671895,23312575,2690.046697,8879428,5054.053498,2070641,4690.186441,404,7.810810811,50,3482314,5577.697427,581,11.50943396,41,8879428,5054.053498,28215316,3276.724646,10463228,5996.026228,3516615,6362.60251,526,4.733333333,109,1571421,6865.342657,235,3.396825397,52,10463228,5996.026228,9895177,1122.931892,18075257,10594.95598,1615,1190.333333,1,1,1,8123160,11807.42881,695,38.34782609,20,18075257,10594.95598
1323,2A2_F04,F04,Plate2_drugs,2,mitoxantrone,treated,0.0625,0.3125,2A2,6,4,527,1310,1.288737409,1.718694961,15214616,11249.19064,3117.072256,40.84046772,10401343,1311.408711,6291255,4501.684543,0,0,0,0,0,408591,7371.058824,55,8,6,6291255,4501.684543,21145647,2712.289354,7397868,5278.588882,2875874,4832.903846,566,12.3,42,3523136,5789.912297,569,20.64516129,25,7397868,5278.588882,25473587,3221.988645,8253235,5994.875514,4443840,6600.004938,658,9.098214286,73,1678557,7109.900552,224,6.090909091,30,8253235,5994.875514,8178955,1051.204483,15176926,11195.00235,2401,1828,1,1,1,6123323,11746.60445,509,55.16666667,10,15176926,11195.00235
1324,2A2_F05,F05,Plate2_drugs,2,mitoxantrone,treated,0.03125,0.15625,2A2,6,5,766,1176.5,1.273120505,1.677380349,11034713,10356.74089,2816.344008,38.70356904,9938312,1560.661089,5318885,4373.55789,0,0,0,0,0,315664,6939.497697,47,7.211111111,6,5318885,4373.55789,18867733.5,2890.979676,6098216,5003.963104,1564227,4998.216813,297.5,10.9372549,28,2049976,5622.677523,367,12.38933873,24.5,6098216,5003.963104,23173706.5,3561.475426,7314897.5,5874.631576,3594756,6697.771902,521.5,8.795,62,1147402,6955.390719,166,5.665086207,27,7314897.5,5874.631576,7463201.5,1140.029109,10941142.5,10285.3934,0,0,0,0,0,5746223,11088.05302,535,54.33333333,10,10941142.5,10285.3934
1325,2A2_F06,F06,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,6,6,854,1290,1.233744433,1.553583121,11015647,9432.842058,2337.95405,40.52750933,10245193,1635.308053,5322829.5,3930.081691,0,0,0,0,0,326685,5833.456897,56.5,7.354166667,7,5322829.5,3930.081691,17904869.5,2864.740686,6393412.5,4657.36134,1441410.5,4923.918224,292.5,10.87545788,26,1497361.5,5340.830684,281.5,9.279220779,23,6393412.5,4657.36134,23398460,3652.092218,8089448,5920.165165,3835246,6785.45105,560.5,10.08928571,57,1145591,7044.795863,164,5.069015725,28,8089448,5920.165165,7097555.5,1121.600745,11000099,9391.113616,0,0,0,0,0,5302291,9995.181093,542,48.33636364,13,11000099,9391.113616
1326,2A2_F07,F07,Plate2_drugs,2,mitoxantrone,treated,0.015625,0.078125,2A2,6,7,770,1279,1.222494674,1.541021183,11143106,9425.19272,2381.937208,40.35434769,10931823.5,1630.263237,5383080,4141.093383,0,0,0,0,0,394345,6373.482847,63,8.190909091,7,5383080,4141.093383,19371437.5,2841.414143,6165441,4769.673035,1440033,4807.34177,286.5,8.879279279,32,1964248,5358.286648,354.5,9.483485772,32,6165441,4769.673035,24620131.5,3612.369159,7388524,5684.090137,3383563,6674.689806,491,8.073564593,62,905238,6893.702273,136,4.530357143,27,7388524,5684.090137,7521494.5,1109.86191,11122032,9356.740252,2735,1837.961538,1,1,1,5563749,9801.242787,574,50.06547619,12,11122032,9356.740252
1327,2A2_F08,F08,Plate2_drugs,2,sirtinol,treated,1,20,2A2,6,8,129,2167,1.194946174,1.385790876,20325509,9278.424186,2551.249401,52.52723192,12054719,1132.291356,9482593,3998.380456,0,0,0,0,0,508488,7304.029412,75,9.333333333,5,9482593,3998.380456,28850412,2593.891797,12899306,5521.901931,5251316,4283.805147,1280,10.58823529,126,5455661,6174.074503,864,23.84615385,36,12899306,5521.901931,35586519,3183.155322,15419764,6447.387712,5911590,6094.52881,1026,8.082191781,161,3401455,7376.151767,419,6.98245614,54,15419764,6447.387712,10130775,907.9013705,20137133,9259.175814,9404,2259.214286,4,1.3,1,6564852,9866.901176,665,33.72413793,20,20137133,9259.175814
1328,2A2_F09,F09,Plate2_drugs,2,sirtinol,treated,0.5,10,2A2,6,9,155,1904,1.211155224,1.39685271,14496762,8325.180758,2397.260654,49.23665396,10382282,992.404405,6759647,3479.693706,0,0,0,0,0,67367,5036,13,4.333333333,1,6759647,3479.693706,27139404,2553.621993,11054574,5247.638853,6561882,4355.559088,1555,15.57142857,110,5091408,6048.515152,785,33.4,23,11054574,5247.638853,30169709,2826.677197,11329591,5930.403436,6498486,5585.223932,1177,9.857142857,136,3100499,7007.080178,377,10.96875,34,11329591,5930.403436,7024187,663.0649561,14598180,8269.613577,3543,1598.454545,1,1,1,4705814,9436.60733,466,28.81818182,20,14598180,8269.613577
1329,2A2_F10,F10,Plate2_drugs,2,sirtinol,treated,0.25,5,2A2,6,10,161,2362,1.208792761,1.410223317,20758326,9148.219295,2619.598833,54.83969187,13196288,1226.699678,9001409,3852.304444,0,0,0,0,0,245284,6464.721854,37,6.777777778,4,9001409,3852.304444,29207618,2693.738575,12325254,5307.778462,6086779,4332.742778,1415,11.48148148,116,5020938,6084.122691,821,19.13235294,38,12325254,5307.778462,35441816,3344.831377,14753638,6261.29679,8108341,5812.386051,1290,8.618181818,167,3296402,7315.962547,426,6.925373134,52,14753638,6261.29679,10436958,909.9039362,20631385,9101.693526,8679,2219.724138,3,1.333333333,1,7109554,10100.26467,674,34.08,24,20631385,9101.693526
1330,2A2_F11,F11,Plate2_drugs,2,sirtinol,treated,0.125,2.5,2A2,6,11,269,1865,1.31738496,1.461694739,18822732,9528.275026,2818.485304,48.729783,13150536,1383.303744,8223188,4299.179441,0,0,0,0,0,356643,7169.962264,49,8.5,5,8223188,4299.179441,25953017,2749.667523,10405148,5265.92293,3726500,4583.755916,740,10.96815287,72,3946237,5953.588432,697,23.33333333,29,10405148,5265.92293,32471486,3426.98262,12498130,6466.413325,5648204,6212.291233,894,9.135135135,109,2630958,7630.346591,351,8.206896552,40,12498130,6466.413325,9671452,1024.696794,18712976,9476.114903,32711,3542.227273,10,2.125,3,6478562,10503.68601,605,35.70833333,18,18712976,9476.114903
1331,2A2_F12,F12,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,6,12,803,1346,1.229324724,1.549527496,11265851,8981.388933,2313.730763,41.39783119,9839909,1507.824389,4826946,3490.982933,0,0,0,0,0,366354,5246.16,71,8.833333333,7,4826946,3490.982933,17794502,2704.872704,5955598,4333.568541,1404795,4537.829528,292,9.5,30,1556088,5018.865517,311,9.045454545,27,5955598,4333.568541,19989636,3044.333726,6290904,4568.615922,2373470,5539.088172,412,7.513888889,58,593716,5595.32,108,3.84,24,6290904,4568.615922,7382643,1114.213602,11211208,8922.800983,4650,2284.666667,1,1,1,5247180,9515.845118,562,43.46666667,14,11211208,8922.800983
1332,2A2_F13,F13,Plate2_drugs,2,sirtinol,treated,0.0625,1.25,2A2,6,13,555,1381,1.287294569,1.527987767,11227410,8278.647059,2147.996439,41.93261036,9816075,1441.383558,4793122,3527.486842,0,0,0,0,0,264879,5637.5,46,8.75,5,4793122,3527.486842,19236890,2705.449454,6501876,4691.524286,2120127,4425.345304,482,8.9375,51,2299351,5197.627119,442,13.88372093,30,6501876,4691.524286,24807081,3574.978837,7866758,5693.871039,4536141,6207.356589,728,9.53125,82,1335313,6770.940741,198,6.028571429,33,7866758,5693.871039,7382441,1056.319019,11153149,8202.762414,28329,3588.5,8,1.857142857,2,4793277,8801.459184,529,37.83333333,15,11153149,8202.762414
1333,2A2_F14,F14,Plate2_drugs,2,sirtinol,treated,0.03125,0.625,2A2,6,14,591,1424,1.254065581,1.522145667,13072358,9791.373193,2558.720099,42.58043109,8087352,1131.172304,4035862,2748.311161,0,0,0,0,0,125722,4086.25,30,4.375,4,4035862,2748.311161,16957521,2317.833301,5624675,3875.631709,1523751,3894.046154,393,9.777777778,37,1455933,4448.24633,330,10.96774194,25,5624675,3875.631709,19813482,2748.434383,6315159,4280.412627,3167690,4874.252023,653,8.890243902,75,866509,5227.036036,168,5.566666667,27,6315159,4280.412627,8063715,1093.359798,13048374,9770.475831,10271,3165.125,3,1,1,5610176,10583.07246,541,41.4,14,13048374,9770.475831
1334,2A2_F15,F15,Plate2_drugs,2,sirtinol,treated,0.015625,0.3125,2A2,6,15,798,1440.5,1.228389616,1.511585599,11638307.5,8842.632892,2190.404911,42.82641135,10993911.5,1674.895414,5450305,3710.436254,0,0,0,0,0,304658,5832.611979,54,8,6,5450305,3710.436254,19611971,2891.363769,6766276.5,4608.498338,1193782.5,4762.089744,236.5,8.620265152,26,1524241,5294.279753,280,8.974679487,25.5,6766276.5,4608.498338,24716682.5,3651.657957,8083993.5,5457.498756,3054381.5,6279.505205,475.5,7.302513039,66,753590,6495.178961,116,4.113368984,24,8083993.5,5457.498756,7697733.5,1139.574318,11541327,8818.591462,12432.5,3040.541667,3,1,1,5143235,9290.846571,564.5,37.2,17,11541327,8818.591462
1335,2A2_F16,F16,Plate2_drugs,2,belinostat,treated,1,20,2A2,6,16,313,628,1.177325514,1.26751297,7462029,12161.17125,3842.859188,28.27710088,4175066,581.4436253,4350470,7073.730769,5144,4039.5,1,1,1,410346,8698.772727,49,8.777777778,5,4350470,7073.730769,14925472,1959.462755,5811552,9801.175719,1731216,5972.502982,267,14.42857143,19,5350782,10493.67265,547,424,1,5811552,9801.175719,2531223,326.5583084,742904,1238.439797,61124,884.0681818,68,2.090909091,28,327988,1504.837079,214,12.21428571,17,742904,1238.439797,4067354,547.3947597,7432708,12086.67957,0,0,0,0,0,3395820,14185.28025,249,109.5,2,7432708,12086.67957
1336,2A2_F17,F17,Plate2_drugs,2,belinostat,treated,0.5,10,2A2,6,17,419,1240,1.217008139,1.451486671,14062989,11489.67699,3263.402076,39.73433069,6950932,1124.008327,4882807,4017.961471,30289,3480.333333,7,1.636363636,3,501601,5563.744526,91,9.636363636,8,4882807,4017.961471,15870134,2531.63797,6714541,5415.139857,3677071,4400.003935,839,13.05405405,61,4262359,5686.847042,693,28.84337349,27,6714541,5415.139857,7295016,1148.306807,2603938,2087.804124,790210,2392.189076,316,4.1875,74,396102,2509.660777,152,3.285714286,37,2603938,2087.804124,6712576,1083.052285,13937421,11389.70863,0,0,0,0,0,5679020,12411.42907,483,81.4,7,13937421,11389.70863
1337,2A2_F18,F18,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,6,18,911,1363,1.223814231,1.520056774,11167335,9081.012245,2197.419353,41.65843851,9612947,1579.868399,4690678,3349.434641,0,0,0,0,0,399033,5273.611111,76,9,8,4690678,3349.434641,17806338,2825.349381,6168298,4420.841737,1312463,4626.913669,272,9.351351351,31,1263006,5074.716981,245,6.966101695,28,6168298,4420.841737,20810451,3325.931028,6735557,4707.221722,2585221,5627.661581,460,7.117241379,67,600794,5618.903226,106,3.709677419,25,6735557,4707.221722,7197778,1150.144856,11117924,9040.91381,6738,2614.6,2,1,1,5380267,9422.737385,582,50.42857143,13,11117924,9040.91381
1338,2A2_F19,F19,Plate2_drugs,2,belinostat,treated,0.25,5,2A2,6,19,861,1346,1.198984317,1.41702568,11412813,9203.618009,2316.729837,41.39783119,10234616,1828.118662,5130129,3652.76376,3363,2688.714286,1,1,1,446062,5519.776515,82,9.428571429,8,5130129,3652.76376,17531193,3062.03977,6602614,4676.213115,1324887,4833.112116,260,7.96969697,31,1661369,5268.876238,309,7,34,6602614,4676.213115,18294459,3145.930162,6278384,4436.805651,2417659,5251.083591,456,5.776315789,74,634776,5316.616071,117,3.166666667,30,6278384,4436.805651,7238012,1266.262781,11332031,9166.82529,4807,2250.210526,1,1,1,5295459,9703.527778,548,39.91666667,15,11332031,9166.82529
1339,2A2_F20,F20,Plate2_drugs,2,belinostat,treated,0.125,2.5,2A2,6,20,842,1379,1.209684563,1.4906177,11702637.5,9084.218136,2183.696053,41.90223541,9887400.5,1498.959268,4614230,3228.172248,0,0,0,0,0,354476.5,5248.080606,68,8.171428571,7,4614230,3228.172248,18503684.5,2773.902857,6379041,4456.150714,1170963,4636.87013,241.5,8.361413043,28,1445348.5,5106.202051,272.5,8.18974359,27,6379041,4456.150714,22274439.5,3302.702708,6982828.5,4875.579011,2880457.5,5787.093548,484.5,7.597907169,64,627476,5905.297887,108,3.8125,24,6982828.5,4875.579011,7234534.5,1100.114125,11652661.5,9041.355312,8247,3076.933333,2,1,1,5360047.5,9481.699605,569.5,45.54545455,14,11652661.5,9041.355312
1340,2A2_F21,F21,Plate2_drugs,2,belinostat,treated,0.0625,1.25,2A2,6,21,895,1460,1.200542684,1.460039542,12617623,9124.620195,2234.225718,43.11530744,10239466,1658.174755,4872410,3338.610577,0,0,0,0,0,395047,5184.507463,76,8.428571429,8,4872410,3338.610577,18816910,2954.001604,6728496,4573.455309,850323,4949.871795,167,6.925925926,21,986873,5280.279167,182,4.49122807,32,6728496,4573.455309,22828628,3601.270998,7579432,5219.515292,2241847,6088.942771,357,5.155963303,66,548686,6204.542056,91,2.878787879,29,7579432,5219.515292,7745378,1229.02737,12553979,9072.085931,11096,3009.45,3,1,1,5682687,9579.984314,620,40.0625,16,12553979,9072.085931
1341,2A2_F22,F22,Plate2_drugs,2,belinostat,treated,0.03125,0.625,2A2,6,22,851,1424,1.220770089,1.498453687,12395004,9422.880597,2252.421771,42.58043109,9386421,1501.36085,4477103,3092.679534,0,0,0,0,0,364293,4945.970149,74,8.875,8,4477103,3092.679534,18438616,2893.414434,6500350,4518.403659,994648,4747.326923,196,7.6875,26,1209777,5159.415385,232,5.914285714,31,6500350,4518.403659,22011955,3414.578541,7044806,4929.984016,2451785,5615.056747,428,6.227272727,71,586358,5860.103659,103,3.470588235,26,7044806,4929.984016,7409553,1141.991153,12370224,9393.953649,6392,2778,2,1,1,5799758,9741.46225,588,45.58333333,14,12370224,9393.953649
1342,2A2_F23,F23,Plate2_drugs,2,belinostat,treated,0.015625,0.3125,2A2,6,23,849,1425,1.204576371,1.457976431,12329414,9107.681753,2289.077539,42.59537946,9782480,1542.853528,4566010,3156.183423,3229,2372,1,1,1,417101,4828.243243,86,9.769230769,8,4566010,3156.183423,18626980,2925.628767,6567826,4569.387925,1275629,4702.554839,256,7.666666667,31,1594153,5133.972222,312,5.93442623,38,6567826,4569.387925,23460143,3682.530518,7757885,5381.976937,2487933,6079.770335,394,5.369230769,71,648388,6360.595238,99,3.156862745,28,7757885,5381.976937,7462507,1162.159118,12264075,9083.487275,5040,2552.428571,2,1,1,5767490,9555.559211,599,42.70588235,16,12264075,9083.487275
1343,2A2_G02,G02,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,7,2,965,1341,1.234221619,1.551157205,11586149,9347.929128,2314.915738,41.32086918,8343489,1396.944277,3916843,2878.248175,0,0,0,0,0,296305,4639.25,63,7.7,8,3916843,2878.248175,17629569,2940.010905,6135333,4458.556045,1139566,4952.448413,228,10.29032258,23,977878,5167.761538,188,6.5,23,6135333,4458.556045,22553507,3771.723243,7470589,5466.58209,2821692,6497.009381,426,7.653846154,55,702248,6520.813953,107,4.181818182,21,7470589,5466.58209,7051383,1155.768733,11512957,9305.35661,5121,2838.666667,1,1,1,5401365,9771.384731,551,46.0952381,13,11512957,9305.35661
1344,2A2_G03,G03,Plate2_drugs,2,picropodophyllin,treated,1,10,2A2,7,3,506,1367,1.228988158,1.539600075,11758410.5,9779.703559,2510.881778,41.71951851,6787578.5,1053.054831,3231257.5,2379.183544,5617.5,1966.916667,3,1,1,303524,3647.515258,84,8.577777778,8,3231257.5,2379.183544,16746461.5,2474.955725,5480233.5,4038.330806,1631512.5,3694.32352,437.5,6.5,63.5,2136118.5,4463.595079,495.5,9.727083333,44,5480233.5,4038.330806,16802195,2534.406825,5587088.5,4097.184009,1657239.5,4104.448864,405.5,3.826966292,101,687339,4659.638112,155,2.647720365,47,5587088.5,4097.184009,7602007.5,1135.492492,11651965.5,9697.251579,4001.5,1809.5,1,1,1,5824302,10383.92763,587,44.00324675,14,11651965.5,9697.251579
1345,2A2_G04,G04,Plate2_drugs,2,picropodophyllin,treated,0.5,5,2A2,7,4,734,1319.5,1.220446625,1.546117652,10382689.5,8052.973254,1912.733851,40.98828514,7055108,1040.078473,3081499.5,2251.072869,0,0,0,0,0,207540.5,3544.093803,57,7.207142857,7,3081499.5,2251.072869,17550316.5,2551.28745,5427067,3958.689435,1521994.5,4044.426612,370.5,8.295138889,42,1415344.5,4530.346371,309.5,8.672619048,29,5427067,3958.689435,18958339,2748.182921,5262982,3740.445052,2460975.5,4534.106777,539,6.698924731,78,505433.5,4684.998299,107,4.012820513,23,5262982,3740.445052,5797755.5,829.5209314,10348478.5,8068.574663,0,0,0,0,0,4587550.5,8335.182935,547,40.89583333,15,10348478.5,8068.574663
1346,2A2_G05,G05,Plate2_drugs,2,picropodophyllin,treated,0.25,2.5,2A2,7,5,736,1352,1.210938647,1.523070132,11853209.5,9541.05492,2323.038524,41.48999716,8075436,1140.67059,3657176.5,2688.578864,0,0,0,0,0,231000.5,4079.629934,58,6.954545455,7,3657176.5,2688.578864,18813103.5,2617.713096,5820206.5,4257.059637,1194248,4222.148543,269.5,6.961484594,38,1670795.5,4808.880304,352,8.336772983,30,5820206.5,4257.059637,22650299.5,3181.766983,6580363,4820.318228,2433348,5234.247077,453,5.519491952,82,623696,5594.530261,111.5,3.172619048,30,6580363,4820.318228,7502762.5,1044.161018,11821034,9510.852797,0,0,0,0,0,5624239,9974.361308,570,44.23157895,14,11821034,9510.852797
1347,2A2_G06,G06,Plate2_drugs,2,picropodophyllin,treated,0.125,1.25,2A2,7,6,846,1319.5,1.212893848,1.51074657,11318431.5,9323.284571,2255.803996,40.98828514,8364837,1290.102629,3732090.5,2794.558832,0,0,0,0,0,213370.5,4253.122283,51,6.472222222,7,3732090.5,2794.558832,18201019,2790.236419,5892426.5,4418.299315,1267170,4568.925766,266,8.988095238,29,1517308.5,5080.510839,294,9.147186147,25,5892426.5,4418.299315,22498115.5,3446.302323,6818234.5,5025.472539,2673906.5,5845.7468,441,7.170542636,61,576338.5,6129.348068,95.5,4.097619048,20,6818234.5,5025.472539,6961219.5,1065.988976,11300287,9291.885212,0,0,0,0,0,5226785,9779.095243,538,43.36060606,13.5,11300287,9291.885212
1348,2A2_G07,G07,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,7,7,797,1326,1.238392778,1.575556942,11400513,9395.298179,2410.512444,41.08911822,6991497,1073.531593,3234318,2333.829952,0,0,0,0,0,204906,3509.222222,59,6.714285714,7,3234318,2333.829952,16387865,2507.109425,5513858,3940.360862,1343596,4209.733607,308,9.481481481,30,1338019,4542.996303,290,7.457446809,27,5513858,3940.360862,18921675,2856.457935,5954321,4266.989322,2161361,5108.469325,412,6.421568627,59,518841,5269.59292,104,3.705882353,22,5954321,4266.989322,6660704,1033.722678,11366266,9347.602522,0,0,0,0,0,5594975,9964.948837,560,47.4,13,11366266,9347.602522
1349,2A2_G08,G08,Plate2_drugs,2,picropodophyllin,treated,0.0625,0.625,2A2,7,8,758,1346,1.213188569,1.510683542,11665256,9388.347261,2292.265153,41.39782833,8293985,1220.319545,3790928,2738.915448,0,0,0,0,0,258427,4200.75,64,7.888888889,7,3790928,2738.915448,18444360.5,2669.547854,5917609,4317.256872,1110335,4368.634196,252,7.263701923,31,1462926,4897.423596,293,8.025641026,30,5917609,4317.256872,21843082,3175.299113,6602983,4728.960722,2279463.5,5254.368573,431,5.594257305,76,592151,5537.493804,106,3.468627451,27.5,6602983,4728.960722,7496911,1079.837297,11599169,9341.998677,2451,1790.5,1,1,1,5631569,9707.490344,578,50.27884615,12,11599169,9341.998677
1350,2A2_G09,G09,Plate2_drugs,2,picropodophyllin,treated,0.03125,0.3125,2A2,7,9,786,1345.5,1.206744531,1.494229271,11471522.5,9269.568075,2306.011175,41.39014071,8117528.5,1156.229308,3564407,2606.452141,0,0,0,0,0,187746,4001.106737,48.5,6.154761905,7,3564407,2606.452141,17997735.5,2589.383111,5661812,4186.295412,1090652.5,4299.543815,239.5,7.86672326,27,1221855.5,4799.791439,248.5,7.852484472,25,5661812,4186.295412,22144695.5,3159.075426,6535354,4740.394054,2524741.5,5393.553425,455.5,6.862896459,64.5,562277,5652.518948,97,3.693664796,23,6535354,4740.394054,7253226,1039.094012,11481607.5,9243.307287,0,0,0,0,0,5425489.5,9810.488525,563.5,46.57467532,13,11481607.5,9243.307287
1351,2A2_G10,G10,Plate2_drugs,2,picropodophyllin,treated,0.015625,0.15625,2A2,7,10,834,1356.5,1.215334064,1.522376257,11829248,9348.374901,2255.826518,41.55898115,8208416.5,1160.122687,3634699.5,2693.912916,0,0,0,0,0,240633,4029.422149,61,7.038461538,7,3634699.5,2693.912916,18349182.5,2561.887829,5762702,4168.934081,1080289.5,4268.49586,242.5,7.567765568,28,1315338,4768.533043,271,8.049634274,26,5762702,4168.934081,22782399,3175.216395,6654319,4826.141427,2532355,5442.147212,449.5,6.680425532,68,582491,5760.380952,101,3.585784314,24,6654319,4826.141427,7408039,1035.349599,11788189,9314.466882,0,0,0,0,0,5512208,9720.401673,576,46.07142857,14,11788189,9314.466882
1352,2A2_G11,G11,Plate2_drugs,2,DTT,treated,1,20,2A2,7,11,15,530,2.312425969,1.489369039,230003,178.5490566,17.69912185,25.97723924,171142,205.452581,256952,206.5936255,17311,237.8103448,73,1.23943662,67,28651,238.852459,124,1.25,34,256952,206.5936255,947646,1176.073136,1500731,1174.609098,40215,1340.5,30,1.105263158,26,53730,1343.25,40,1.125,9,1500731,1174.609098,454472,559.1043663,534015,557.5728012,11677,689.4210526,17,1.111111111,17,16078,690.3461538,24,1.090909091,14,534015,557.5728012,146295,177.1246006,228461,178.2439759,28489,198.0519481,145,1.652173913,87,66605,199.9875,135,2.152542373,59,228461,178.2439759
1353,2A2_G12,G12,Plate2_drugs,2,DTT,treated,0.5,10,2A2,7,12,79,1146,1.172029855,1.347242942,11433943,9728.589718,3088.087843,38.19859315,4041752,394.4233363,1861141,1584.899598,541201,819.7382892,784,1.939167556,322,694134,1952.472727,440,9.017857143,47,1861141,1584.899598,17809413,1748.070021,5377221,4572.464956,2665207,3373.975336,782,9.342857143,79,4025745,4851.182033,763,83.14285714,14,5377221,4572.464956,13242421,1276.397544,4113581,3481.401606,1510833,3042.984043,485,5.045454545,95,1108015,3894.867857,283,4.784615385,54,4113581,3481.401606,6722841,635.8717069,11585746,9659.779116,0,0,0,0,0,4759317,11736.40314,387,58.75,5,11585746,9659.779116
1354,2A2_G13,G13,Plate2_drugs,2,DMSO,control,NULL,NULL,2A2,7,13,741,1349,1.235201417,1.555256661,10163747,7616.8543,1894.152804,41.4439398,7248797,1075.435018,3173092,2304.820474,2554,1555,1,1,1,207951,3390.923077,65,6.28,8,3173092,2304.820474,17079427,2544.36883,5668203,4020.528035,1649138,4404.08046,370,11.52631579,30,1301646,4770.091837,273,9.842105263,22,5668203,4020.528035,18176785,2687.654176,5256483,3747.165854,2283633,4801.887454,463,7.386363636,61,448243,4711.594059,99,4.05,20,5256483,3747.165854,5566052,817.6270228,10236317,7660.260087,4166,2424.285714,1,1,1,4560780,8118.144105,550,38.64285714,15,10236317,7660.260087
